Date,MAE,RMSE,SMAPE,Residual
2006-05-26,25367.347667811147,25367.347667811147,11.035215365971297,25367.347667811147
2006-05-27,10625.795414701017,10625.795414701017,11.452938336906472,-10625.795414701017
2006-05-28,28790.622446300637,28790.622446300637,59.66311627991,-28790.622446300637
2006-05-29,11262.070677370415,11262.070677370415,12.532763099071584,-11262.070677370415
2006-05-30,18884.299033959018,18884.299033959018,35.119107574444214,-18884.299033959018
2006-05-31,22182.559786054393,22182.559786054393,40.581852143722095,-22182.559786054393
2006-06-01,24324.613303993174,24324.613303993174,27.41181609104839,24324.613303993174
2006-06-02,18955.43671600768,18955.43671600768,15.693888588884588,18955.43671600768
2006-06-03,48394.787888087594,48394.787888087594,42.92882918369354,48394.787888087594
2006-06-04,1896.2846218706109,1896.2846218706109,3.407633288592234,-1896.2846218706109
2006-06-05,51104.609628651204,51104.609628651204,21.913775009852454,51104.609628651204
2006-06-06,16729.02760693617,16729.02760693617,14.72178394309776,-16729.02760693617
2006-06-07,7767.695357444507,7767.695357444507,6.139555884329213,-7767.695357444507
2006-06-08,17872.611901375552,17872.611901375552,33.15495578147202,-17872.611901375552
2006-06-09,11093.461751219831,11093.461751219831,20.548496957113635,-11093.461751219831
2006-06-10,58092.58016999271,58092.58016999271,88.07739200481129,-58092.58016999271
2006-06-11,49373.26406729467,49373.26406729467,145.87349198647632,-49373.26406729467
2006-06-12,75000.39575336727,75000.39575336727,89.52043281607021,-75000.39575336727
2006-06-13,46792.243635964376,46792.243635964376,89.5783262758535,-46792.243635964376
2006-06-14,25154.723865550972,25154.723865550972,53.86754802501086,-25154.723865550972
2006-06-15,20303.667349031806,20303.667349031806,22.73600273767488,-20303.667349031806
2006-06-16,23629.20376508287,23629.20376508287,18.461093997360145,-23629.20376508287
2006-06-17,11311.874827662017,11311.874827662017,10.292031031375123,11311.874827662017
2006-06-18,6734.171625625444,6734.171625625444,9.541583572161189,-6734.171625625444
2006-06-19,2949.0109228466754,2949.0109228466754,1.7819388713990192,-2949.0109228466754
2006-06-20,13551.844745523384,13551.844745523384,10.115134499927558,-13551.844745523384
2006-06-21,1246.8389129578718,1246.8389129578718,0.5182563768420553,-1246.8389129578718
2006-06-22,22968.816277975362,22968.816277975362,12.032765833211458,22968.816277975362
2006-06-23,3621.341102501261,3621.341102501261,1.9608132518848191,-3621.341102501261
2006-06-24,59907.0250339701,59907.0250339701,47.20192484210325,59907.0250339701
2006-06-25,20786.774789784424,20786.774789784424,34.84592526520008,-20786.774789784424
2006-06-26,44709.71076455145,44709.71076455145,19.103028536472177,44709.71076455145
2006-06-27,34778.618768037006,34778.618768037006,24.15193442024719,-34778.618768037006
2006-06-28,7606.683958824724,7606.683958824724,8.428146583823876,-7606.683958824724
2006-06-29,12148.897287285268,12148.897287285268,22.351247396391756,-12148.897287285268
2006-06-30,4241.442225252264,4241.442225252264,8.150237226868871,-4241.442225252264
2006-07-01,35213.024043963436,35213.024043963436,45.420622088582036,-35213.024043963436
2006-07-02,15930.576417830867,15930.576417830867,34.89316800484022,-15930.576417830867
2006-07-03,19145.22809812409,19145.22809812409,12.788432565643996,19145.22809812409
2006-07-04,8868.435691937397,8868.435691937397,5.756697749622482,-8868.435691937397
2006-07-05,22281.409525780473,22281.409525780473,8.421926135501868,22281.409525780473
2006-07-06,12130.263818957217,12130.263818957217,10.851896139092505,-12130.263818957217
2006-07-07,21606.40225525602,21606.40225525602,16.94577239172879,-21606.40225525602
2006-07-08,30478.589240440153,30478.589240440153,39.624114327782884,-30478.589240440153
2006-07-09,17419.08589037729,17419.08589037729,41.395615710624014,-17419.08589037729
2006-07-10,15871.498713829846,15871.498713829846,22.390253129603938,-15871.498713829846
2006-07-11,6335.209935445462,6335.209935445462,10.730804440507153,-6335.209935445462
2006-07-12,5154.653913751805,5154.653913751805,9.665095746436371,5154.653913751805
2006-07-13,5095.284276919396,5095.284276919396,10.993621340429058,-5095.284276919396
2006-07-14,11174.381257352463,11174.381257352463,24.894365409925427,-11174.381257352463
2006-07-15,17372.657549195443,17372.657549195443,19.01900516602423,17372.657549195443
