Date,ATM_WITHDRWLS_1WEEKAGO,HOLIDAY,AVG_ATM_WITHDRW_PREVMONTH,ATM_WITHDRWLS_2WEEKAGO,DAY_OF_WEEK,MONTH,FIRSTWORKDAY,LASTWORKDAY,BRA_WITHDRWL_RATIO,AVG_BRA_WITHDRWL_PREVMONTH,BRA_WITHDRWLS,BRA_DEPOSITS,IsSaturday,IsSunday
2006-06-18,-10129.832500218712,1020.1178345181688,-3018.8689615741314,-3474.8839667578795,-7629.129845709438,-4633.418660927462,12349.593722983605,18830.854382527796,48950.06072627556,1.60913270333549,45905.33740015591,-13502.29453716601,10604.203095610603,18830.85438252768
2006-06-19,-10636.655912693863,966.3253437345265,-3585.768536140682,-3171.8400956271216,-9266.32628761389,-4074.0980161369735,11593.914654565884,19051.371810793935,49043.42894774674,-724.7738476444974,45980.9806423723,-13864.071787569294,11051.224769916871,19051.37181079405
2006-06-20,-9785.002480946774,456.7818740610528,-2694.373265754759,-2804.3112957168973,-8068.293852924842,-4443.958943799618,12601.538884316731,18785.803784698524,49010.22302376388,-300.3155541839951,43629.17378501378,-12206.983677572995,10747.801169472848,18785.803784698466
2006-06-21,-9838.131263858962,86.91128493170254,-2669.2100388776307,-2869.5938094104317,-8024.153348338252,-4245.566613938041,12828.417884305669,18852.270616475693,48745.276256411395,-693.536444187288,42997.744602805644,-11510.298611523649,10734.564116081365,18852.270616475693
2006-06-22,-9955.5155957139,-31.423640527231328,-2549.2853424524237,-2909.971632922291,-8112.79372998792,-4110.637037019984,12709.339901060863,18845.095194178582,48384.02560387621,-823.0301376513926,43181.53103907085,-11301.163834539624,10747.880114570908,18845.095194178466
2006-06-23,-9763.228092965264,-205.79229581258187,-1446.292279582297,-2415.971497455317,-7879.3205760531755,-4461.6759390541065,12076.231900951501,18420.071813610088,47239.9694920287,-241.76457129921437,43435.50210482856,-12421.549006382833,9726.624324639677,18420.071813610146
2006-06-24,-8714.16089100428,-479.57889254813927,1079.677346352455,-1306.659903190468,-6707.885705317007,-6550.419467222677,12506.543690090057,16363.200935206018,46246.55731806871,2915.138948621743,44317.82163952056,-14223.416895677234,9027.85301507765,16363.200935206076
2006-06-25,-8063.619326629222,-54.90887184645544,1830.7794239149298,-1006.5132513078422,-6163.781264049348,-8489.641323732129,11370.799291464911,16783.73433579643,46164.216766027515,5717.7557465203445,45208.18387323228,-15407.401574797153,8806.087312213109,16783.734335796315
2006-06-26,-7328.129659583374,654.0075995489533,2190.16818835061,-240.29381421551807,-4071.20348283758,-11616.173069495773,13168.178937174052,16015.050275754298,46128.92459549739,9970.339663391715,43686.3909989713,-14805.188408886905,8032.442025106699,16015.050275754298
2006-06-27,-7277.530911878277,980.0354649438523,1929.797004725362,-407.0082954021418,-4453.063073758254,-12328.953725264546,13209.64568427666,16252.55508981391,46034.11943517269,10471.886151015973,44947.54718409592,-14727.132908526431,8168.332599644598,16252.55508981388
2006-06-28,-7102.904599340218,912.74621119527,2226.4471132728077,-16.84804582648576,-4146.010410805699,-12664.730866233365,13823.57999081583,16354.31365130985,46241.211071870974,10347.5034356674,44506.43580472964,-14160.725566570898,8186.8482380825235,16354.313651309734
2006-06-29,-7062.743810318816,837.391822425845,2506.690842240321,323.2771073174372,-4560.037168526143,-13997.510565233482,14233.553178240125,16760.15303136318,46774.655381670054,11286.107952760402,44817.48797415798,-14319.715949714495,8669.667385420036,16760.15303136321
2006-06-30,-6760.6824727613985,641.3630580778772,2881.767080488433,525.2615298999845,-5440.827167400679,-12304.973638898111,14075.32694678918,17129.24337698343,47241.89105364562,8748.41515765238,44708.358167101105,-14421.474769568498,8982.685659964778,17129.243376983373
2006-07-01,-6610.247979418968,220.8097547992802,4118.8060727566335,687.2354743599826,-4932.459315008353,-12329.480238801014,13709.483225095068,15934.664246071421,47020.33297052855,9254.569669975703,47408.26535572844,-18306.01964458108,8381.503329963598,15934.66424607148
2006-07-02,-6740.72902038269,-191.43527236754744,4801.658781189777,657.7651115207736,-4856.576842437491,-4814.569079365203,12479.7258148922,16222.164558435628,46829.99081093372,2220.0355422163047,46959.380992159204,-18002.383407714653,8383.619289954913,16222.164558435745
2006-07-03,-8781.782292462396,-2346.065650501686,3693.231154498666,1043.3947693243867,-2936.5111421148067,-4148.384329125148,1292.7478115446702,9023.445038908374,36988.405228100775,1182.7650994250166,20818.47582075677,-2795.8268776448112,5465.194038926805,9023.445038908392
2006-07-04,-8858.3415429546,-2372.3879723541486,3946.401700229385,742.5346453980751,-2804.5370062957445,-3585.338529612856,1036.1202830527886,8867.505607266312,37012.63967033449,725.2194090587161,20579.58384256748,-2371.0408760764267,5526.912692232241,8867.50560726632
2006-07-05,-8239.34186145915,-2281.4323025578487,4908.611847395252,492.20779241803535,-2757.6298413601753,-2977.381958018026,889.4862575572743,8798.03183543615,34886.27712747626,745.7937628153545,20556.085916986704,-2291.5077810137773,5881.199997560797,8798.031835436143
2006-07-06,-8985.575344720155,-2456.9467520358476,3775.978581717045,822.6421387284945,-2338.1648856253264,-3546.204222075744,989.4185123509338,8593.618638210553,35293.95048872682,927.6686816356341,19964.865685689652,-2150.2556415073623,5282.042996349881,8593.618638210535
