Date,MAE,RMSE,SMAPE,Residual
2006-05-26,35069.06716966492,35069.06716966492,16.36252926739607,35069.06716966492
2006-05-27,15532.485606814444,15532.485606814444,26.115445217606503,-15532.485606814444
2006-05-28,6089.584357512402,6089.584357512402,29.425684998004158,-6089.584357512402
2006-05-29,17914.757568815505,17914.757568815505,33.01201932009073,-17914.757568815505
2006-05-30,23056.12137244259,23056.12137244259,68.71540449932986,-23056.12137244259
2006-05-31,1986.134121795607,1986.134121795607,10.887739410214921,1986.134121795607
2006-06-01,26633.95809799119,26633.95809799119,55.69275543106779,26633.95809799119
2006-06-02,11524.361195794336,11524.361195794336,18.53173127482809,-11524.361195794336
2006-06-03,14579.087625702756,14579.087625702756,24.29424562319008,14579.087625702756
2006-06-04,7904.86645531551,7904.86645531551,38.072684085695805,7904.86645531551
2006-06-05,2817.8823704394745,2817.8823704394745,3.950151462328378,2817.8823704394745
2006-06-06,8457.530746820878,8457.530746820878,16.834670764614653,-8457.530746820878
2006-06-07,16819.434467087718,16819.434467087718,26.769871340608344,-16819.434467087718
2006-06-08,4290.511511933117,4290.511511933117,14.561509431061626,4290.511511933117
2006-06-09,7555.103250988817,7555.103250988817,31.378203932451047,-7555.103250988817
2006-06-10,39759.937190500845,39759.937190500845,96.52820467332313,-39759.937190500845
2006-06-11,8725.888746947283,8725.888746947283,63.841997805333776,-8725.888746947283
2006-06-12,130591.8307919843,130591.8307919843,157.82269150932567,-130591.8307919843
2006-06-13,70019.68208574528,70019.68208574528,151.08409158415614,-70019.68208574528
2006-06-14,56898.2957998972,56898.2957998972,137.60451832664714,-56898.2957998972
2006-06-15,46362.55070182863,46362.55070182863,85.42742067889797,-46362.55070182863
2006-06-16,64088.47738067742,64088.47738067742,50.008862785674616,-64088.47738067742
2006-06-17,37815.97567978967,37815.97567978967,38.701460387313105,37815.97567978967
2006-06-18,411.9262713479111,411.9262713479111,0.7901000510452854,-411.9262713479111
2006-06-19,8746.932098972087,8746.932098972087,4.295259385100508,8746.932098972087
2006-06-20,14269.389689312142,14269.389689312142,8.78469325962574,-14269.389689312142
2006-06-21,20920.199691705522,20920.199691705522,9.44820211604349,20920.199691705522
2006-06-22,35890.33847397211,35890.33847397211,21.142412708426885,-35890.33847397211
2006-06-23,28525.727637515665,28525.727637515665,13.41138416971726,-28525.727637515665
2006-06-24,57801.67212317564,57801.67212317564,55.86906942103666,57801.67212317564
2006-06-25,12000.061619213964,12000.061619213964,25.396939247654597,-12000.061619213964
2006-06-26,11861.943384785322,11861.943384785322,5.421759292276853,11861.943384785322
2006-06-27,27857.995269452862,27857.995269452862,27.678363346006297,-27857.995269452862
2006-06-28,27275.703629878873,27275.703629878873,45.00358091087398,-27275.703629878873
2006-06-29,25648.60880963214,25648.60880963214,49.64954349490038,-25648.60880963214
2006-06-30,22322.30269872913,22322.30269872913,60.706020561183436,-22322.30269872913
2006-07-01,1373.5603459486374,1373.5603459486374,2.4277192710339213,1373.5603459486374
2006-07-02,734.6944783945437,734.6944783945437,2.4382004605656618,734.6944783945437
2006-07-03,4863.229850922435,4863.229850922435,7.751820618151852,-4863.229850922435
2006-07-04,9322.967564351624,9322.967564351624,14.466216024853336,-9322.967564351624
2006-07-05,600.206042001606,600.206042001606,0.5631501799949845,-600.206042001606
2006-07-06,11502.134795775128,11502.134795775128,23.865297350545383,-11502.134795775128
2006-07-07,29112.536420039774,29112.536420039774,55.72708591797927,-29112.536420039774
2006-07-08,32020.352488398792,32020.352488398792,75.79647035511053,-32020.352488398792
2006-07-09,14277.920122010524,14277.920122010524,73.98284714242163,-14277.920122010524
2006-07-10,1363.0910311329426,1363.0910311329426,6.021131133621424,1363.0910311329426
2006-07-11,4604.42766125709,4604.42766125709,22.403560507896263,-4604.42766125709
