Date,MAE,RMSE,SMAPE,Residual
2006-05-26,33006.89210200962,33006.89210200962,16.622165383510932,33006.89210200962
2006-05-27,11901.111548870453,11901.111548870453,13.958519787691692,-11901.111548870453
2006-05-28,3576.918486593364,3576.918486593364,11.689864702507768,-3576.918486593364
2006-05-29,8462.714297900398,8462.714297900398,9.016185739218296,-8462.714297900398
2006-05-30,21594.91269057912,21594.91269057912,33.046294222186276,-21594.91269057912
2006-05-31,36371.59970818253,36371.59970818253,51.31013515125527,-36371.59970818253
2006-06-01,4653.3287058069545,4653.3287058069545,3.684005534758825,-4653.3287058069545
2006-06-02,34197.59359949503,34197.59359949503,24.324134669212086,34197.59359949503
2006-06-03,52485.63244303818,52485.63244303818,47.94207398432812,52485.63244303818
2006-06-04,3949.6357533273404,3949.6357533273404,8.609526045495944,3949.6357533273404
2006-06-05,17640.637917661385,17640.637917661385,16.444265175693744,-17640.637917661385
2006-06-06,2787.128979148547,2787.128979148547,2.035090499130981,-2787.128979148547
2006-06-07,30691.421799666685,30691.421799666685,21.653979512161722,-30691.421799666685
2006-06-08,7547.991839742215,7547.991839742215,7.061854092169982,-7547.991839742215
2006-06-09,20660.908690091543,20660.908690091543,22.138556768985435,-20660.908690091543
2006-06-10,25297.515825451643,25297.515825451643,39.89907957864774,-25297.515825451643
2006-06-11,12027.91157100373,12027.91157100373,34.14696419745792,-12027.91157100373
2006-06-12,86045.88876580185,86045.88876580185,78.04761281258617,-86045.88876580185
2006-06-13,52360.623660704296,52360.623660704296,75.8571345384057,-52360.623660704296
2006-06-14,39382.10014903729,39382.10014903729,57.411614963623904,-39382.10014903729
2006-06-15,23459.905607641893,23459.905607641893,28.13614642219709,-23459.905607641893
2006-06-16,52072.26402812236,52072.26402812236,49.06870388569048,-52072.26402812236
2006-06-17,37914.3406888406,37914.3406888406,51.57559695381564,-37914.3406888406
2006-06-18,1047.7862073774595,1047.7862073774595,2.356487779722858,-1047.7862073774595
2006-06-19,24591.19082213688,24591.19082213688,19.508984262979165,-24591.19082213688
2006-06-20,16734.019165794452,16734.019165794452,15.776093270596997,-16734.019165794452
2006-06-21,4625.3266518328455,4625.3266518328455,3.4334757680817165,-4625.3266518328455
2006-06-22,3966.518477886435,3966.518477886435,3.612386832029167,-3966.518477886435
2006-06-23,25094.176893095224,25094.176893095224,20.470489356664334,-25094.176893095224
2006-06-24,6262.334645379684,6262.334645379684,8.06650197396471,6262.334645379684
2006-06-25,16818.126344250908,16818.126344250908,40.770289446823845,16818.126344250908
2006-06-26,16050.14030411432,16050.14030411432,11.016265508254365,16050.14030411432
2006-06-27,18423.55468184178,18423.55468184178,21.915381158394673,-18423.55468184178
2006-06-28,18492.11139971803,18492.11139971803,40.58308562304471,-18492.11139971803
2006-06-29,20824.170806825663,20824.170806825663,49.16917457185615,-20824.170806825663
2006-06-30,35972.73527880646,35972.73527880646,65.84630191988987,-35972.73527880646
2006-07-01,38697.256013176055,38697.256013176055,49.80750288800353,-38697.256013176055
2006-07-02,3911.5085353911563,3911.5085353911563,12.104594882995636,3911.5085353911563
2006-07-03,8879.74047626389,8879.74047626389,9.199909256359305,-8879.74047626389
2006-07-04,3569.8953981342784,3569.8953981342784,3.8583057725632965,-3569.8953981342784
2006-07-05,9740.81909702465,9740.81909702465,8.741680784751194,9740.81909702465
2006-07-06,19262.787257521733,19262.787257521733,26.79242488432132,-19262.787257521733
2006-07-07,19610.4087008879,19610.4087008879,19.53613147909593,-19610.4087008879
2006-07-08,27136.868941129156,27136.868941129156,62.24276002261176,-27136.868941129156
2006-07-09,4758.130696852488,4758.130696852488,29.336651617315145,-4758.130696852488
2006-07-10,9948.5829762481,9948.5829762481,15.210902449810254,-9948.5829762481
2006-07-11,17035.16842557391,17035.16842557391,47.14627751298601,-17035.16842557391
2006-07-12,12575.413559767301,12575.413559767301,39.05686093030736,-12575.413559767301
2006-07-13,13686.565408976283,13686.565408976283,36.543032868347694,-13686.565408976283
2006-07-14,24906.10903703235,24906.10903703235,52.93197071240375,-24906.10903703235
2006-07-15,18455.942794683753,18455.942794683753,45.78732730742395,-18455.942794683753
2006-07-16,2139.8701955469733,2139.8701955469733,16.149884633300125,2139.8701955469733
2006-07-17,10451.519216122048,10451.519216122048,13.506004792690025,10451.519216122048
2006-07-18,8342.156298064656,8342.156298064656,10.00691439754741,8342.156298064656
2006-07-19,3727.874259059434,3727.874259059434,4.91357121913399,-3727.874259059434
2006-07-20,14889.790375163415,14889.790375163415,18.157150593518427,14889.790375163415
2006-07-21,13458.528360538228,13458.528360538228,13.151347623322948,13458.528360538228
2006-07-22,16717.39650761425,16717.39650761425,31.39930084224445,16717.39650761425
2006-07-23,12701.580636983243,12701.580636983243,60.92116119033785,12701.580636983243
2006-07-24,24040.531158146667,24040.531158146667,25.037073163271785,24040.531158146667
2006-07-25,55114.33051911564,55114.33051911564,43.55217189781138,55114.33051911564
2006-07-26,25294.296290204817,25294.296290204817,24.717669674710862,25294.296290204817
2006-07-27,4858.654832698172,4858.654832698172,7.294255956569871,-4858.654832698172
2006-07-28,25906.75647235113,25906.75647235113,49.46550584444962,-25906.75647235113
2006-07-29,31844.13303686498,31844.13303686498,81.00345735305984,-31844.13303686498
2006-07-30,9343.594484825771,9343.594484825771,53.38648571578136,-9343.594484825771
2006-07-31,16837.260158430152,16837.260158430152,36.233605616794975,-16837.260158430152
2006-08-01,4247.325607987135,4247.325607987135,9.507448777196412,-4247.325607987135
2006-08-02,6764.94997395399,6764.94997395399,9.892081885790931,6764.94997395399
2006-08-03,11079.370678083622,11079.370678083622,16.283688883737643,-11079.370678083622
2006-08-04,3477.359092800587,3477.359092800587,3.5607271252816797,-3477.359092800587
2006-08-05,7339.603016551111,7339.603016551111,15.300465680027697,-7339.603016551111
2006-08-06,13557.041377581307,13557.041377581307,48.97513324763505,13557.041377581307
2006-08-07,8691.48697056924,8691.48697056924,11.792143406442266,-8691.48697056924
2006-08-08,11940.319930355181,11940.319930355181,15.434714633126303,-11940.319930355181
2006-08-09,13282.707506059596,13282.707506059596,32.78761699012884,-13282.707506059596
2006-08-10,17600.155914142175,17600.155914142175,35.263731563954906,-17600.155914142175
2006-08-11,24398.87272964946,24398.87272964946,56.967531680356046,-24398.87272964946
2006-08-12,15707.396856350468,15707.396856350468,47.91221738073056,-15707.396856350468
2006-08-13,17859.179978812223,17859.179978812223,80.91911283134179,17859.179978812223
2006-08-14,10072.355559680145,10072.355559680145,21.886348949748992,-10072.355559680145
2006-08-15,9896.590976676249,9896.590976676249,21.172214909719674,-9896.590976676249
2006-08-16,12767.875756878479,12767.875756878479,30.33546675317515,-12767.875756878479
2006-08-17,3855.5691598061967,3855.5691598061967,5.591202187388507,-3855.5691598061967
2006-08-18,2323.6519173572597,2323.6519173572597,2.1822800196174588,2323.6519173572597
2006-08-19,20759.27258984343,20759.27258984343,34.04534442836707,20759.27258984343
2006-08-20,6035.245437123871,6035.245437123871,24.090509931748215,6035.245437123871
2006-08-21,5250.03146354144,5250.03146354144,4.342458351271325,5250.03146354144
2006-08-22,7089.302250393055,7089.302250393055,7.105620387565292,7089.302250393055
2006-08-23,2161.668909881075,2161.668909881075,1.8490684574979488,-2161.668909881075
2006-08-24,121.88924960084842,121.88924960084842,0.12171999141010022,121.88924960084842
2006-08-25,1479.2965585654165,1479.2965585654165,1.2350149460417796,-1479.2965585654165
2006-08-26,22519.116423810352,22519.116423810352,36.90119360709569,22519.116423810352
2006-08-27,24495.47159378125,24495.47159378125,186.0264511045666,-24495.47159378125
2006-08-28,1511.6425412686876,1511.6425412686876,3.0959899944946656,-1511.6425412686876
2006-08-29,5201.632975859073,5201.632975859073,20.260169027044526,5201.632975859073
2006-08-30,73595.58806671746,73595.58806671746,200.0,73595.58806671746
2006-08-31,1478.888524990718,1478.888524990718,3.7793701037914946,1478.888524990718
2006-09-01,8909.361535759817,8909.361535759817,13.689793843793321,8909.361535759817
2006-09-02,26170.274535629695,26170.274535629695,40.942319674995716,26170.274535629695
2006-09-03,10451.89010753308,10451.89010753308,24.547022287674455,10451.89010753308
2006-09-04,24587.0289866886,24587.0289866886,23.707821008531102,-24587.0289866886
2006-09-05,11659.704008612433,11659.704008612433,8.260807137519054,-11659.704008612433
2006-09-06,13591.233283945083,13591.233283945083,20.352063169483834,-13591.233283945083
2006-09-07,4414.505996701439,4414.505996701439,6.643624525472876,-4414.505996701439
2006-09-08,9145.887712847762,9145.887712847762,13.964691727551177,-9145.887712847762
2006-09-09,22275.597813541885,22275.597813541885,53.0778320374291,-22275.597813541885
2006-09-10,9183.456920005192,9183.456920005192,37.07232999438518,-9183.456920005192
