Date,MAE,RMSE,SMAPE,Residual
2006-05-26,22808.80566586394,22808.80566586394,13.925589173228747,22808.80566586394
2006-05-27,18846.966771871535,18846.966771871535,41.920824174792735,-18846.966771871535
2006-05-28,14431.32666502399,14431.32666502399,87.83167406557567,-14431.32666502399
2006-05-29,9398.223784891663,9398.223784891663,18.141849057086393,-9398.223784891663
2006-05-30,1168.8306999991037,1168.8306999991037,3.933547694718891,-1168.8306999991037
2006-05-31,9482.906417386897,9482.906417386897,85.28908134650707,9482.906417386897
2006-06-01,28255.605991949473,28255.605991949473,33.435739195803166,28255.605991949473
2006-06-02,33913.930580715794,33913.930580715794,91.48133991573552,-33913.930580715794
2006-06-03,27990.5916105246,27990.5916105246,54.04141609784195,27990.5916105246
2006-06-04,37671.55440779515,37671.55440779515,92.65192942007324,37671.55440779515
2006-06-05,65702.47898951604,65702.47898951604,35.33079714618053,65702.47898951604
2006-06-06,24814.70817381947,24814.70817381947,31.19684909841412,-24814.70817381947
2006-06-07,17621.853084199247,17621.853084199247,19.112446853940213,-17621.853084199247
2006-06-08,5212.032328846464,5212.032328846464,8.570868664246566,-5212.032328846464
2006-06-09,19282.32534678324,19282.32534678324,39.62162678859805,-19282.32534678324
2006-06-10,29089.537870363303,29089.537870363303,78.75922527473702,-29089.537870363303
2006-06-11,18488.442533870315,18488.442533870315,102.46184781467495,-18488.442533870315
2006-06-12,54401.714927334295,54401.714927334295,109.54646718924587,-54401.714927334295
2006-06-13,33652.642370975176,33652.642370975176,86.79777047053953,-33652.642370975176
2006-06-14,17010.842812013252,17010.842812013252,62.309817709519066,-17010.842812013252
2006-06-15,28316.68934057234,28316.68934057234,70.31124326126432,-28316.68934057234
2006-06-16,28455.597609689212,28455.597609689212,42.798224818981076,-28455.597609689212
2006-06-17,2334.5516404651207,2334.5516404651207,3.659328098966798,-2334.5516404651207
2006-06-18,6003.765475780419,6003.765475780419,13.061067268830815,-6003.765475780419
2006-06-19,19915.97363122375,19915.97363122375,15.462353881385138,-19915.97363122375
2006-06-20,27022.676781159535,27022.676781159535,26.39929997598235,-27022.676781159535
2006-06-21,9216.470365895133,9216.470365895133,5.758737853155531,-9216.470365895133
2006-06-22,10936.075654248358,10936.075654248358,8.858926507185666,10936.075654248358
2006-06-23,16309.409727557708,16309.409727557708,10.373972168627136,-16309.409727557708
2006-06-24,62487.26017095426,62487.26017095426,77.58405430311265,62487.26017095426
2006-06-25,30828.72626302761,30828.72626302761,54.50562081666447,30828.72626302761
2006-06-26,8848.737802685064,8848.737802685064,5.181195716385196,8848.737802685064
2006-06-27,21092.154015881417,21092.154015881417,22.876255571358325,-21092.154015881417
2006-06-28,256.8113572453658,256.8113572453658,0.6142577146314805,-256.8113572453658
2006-06-29,6901.068453041262,6901.068453041262,20.795411657185824,-6901.068453041262
2006-06-30,14221.122617416484,14221.122617416484,46.10427566899751,-14221.122617416484
2006-07-01,29662.506651546777,29662.506651546777,94.32015513628171,29662.506651546777
2006-07-02,16886.250052424504,16886.250052424504,73.62053493216536,16886.250052424504
2006-07-03,7976.495192795643,7976.495192795643,5.411342913309441,-7976.495192795643
2006-07-04,14282.12856874874,14282.12856874874,16.632061903240675,-14282.12856874874
2006-07-05,11868.796242599099,11868.796242599099,9.21987163066538,11868.796242599099
2006-07-06,2793.635190163477,2793.635190163477,3.7474908792723416,-2793.635190163477
2006-07-07,11369.375846176903,11369.375846176903,20.201561639279586,-11369.375846176903
2006-07-08,22970.539282114485,22970.539282114485,85.0279844966061,-22970.539282114485
2006-07-09,12337.423818650415,12337.423818650415,93.97284290995259,-12337.423818650415
2006-07-10,16506.82870728887,16506.82870728887,122.66728827872768,16506.82870728887
2006-07-11,23085.07928406971,23085.07928406971,200.0,23085.07928406971
2006-07-12,22565.919251621395,22565.919251621395,200.0,22565.919251621395
2006-07-13,13824.412804392989,13824.412804392989,120.91893976857035,13824.412804392989
2006-07-14,7780.311377058359,7780.311377058359,28.540964570984613,-7780.311377058359
2006-07-15,10828.457091392287,10828.457091392287,32.56264711271955,-10828.457091392287
2006-07-16,7770.035894970279,7770.035894970279,46.27771047817193,-7770.035894970279
2006-07-17,4419.019702912585,4419.019702912585,5.628930785033203,4419.019702912585
2006-07-18,5319.463096576917,5319.463096576917,5.492177329753627,5319.463096576917
2006-07-19,4012.065382926492,4012.065382926492,5.034024302215457,4012.065382926492
2006-07-20,1198.4115271021,1198.4115271021,1.5129700084097568,-1198.4115271021
2006-07-21,32638.130088884063,32638.130088884063,20.511524833611492,32638.130088884063
2006-07-22,26523.046115541532,26523.046115541532,61.25630273538205,26523.046115541532
2006-07-23,21844.294330508004,21844.294330508004,67.0011745328856,21844.294330508004
2006-07-24,34687.25296080613,34687.25296080613,25.484463247894535,34687.25296080613
2006-07-25,9975.078993640942,9975.078993640942,15.129238189373964,9975.078993640942
2006-07-26,21943.98779314547,21943.98779314547,14.182298567511499,21943.98779314547
2006-07-27,862.9088497883495,862.9088497883495,1.6485487184856313,862.9088497883495
2006-07-28,14713.515236068713,14713.515236068713,68.0449073092765,14713.515236068713
2006-07-29,18078.40014728666,18078.40014728666,88.62308366024976,-18078.40014728666
2006-07-30,2958.0935412809777,2958.0935412809777,46.44483935833154,-2958.0935412809777
2006-07-31,5368.138590308787,5368.138590308787,23.122650814892182,5368.138590308787
2006-08-01,56078.95053099452,56078.95053099452,200.0,56078.95053099452
2006-08-02,31693.085799318374,31693.085799318374,41.39723683012584,31693.085799318374
2006-08-03,11398.287099942725,11398.287099942725,13.673428495513987,11398.287099942725
2006-08-04,6927.097156946198,6927.097156946198,17.849410531133913,-6927.097156946198
2006-08-05,8587.484415991523,8587.484415991523,25.03183083406144,8587.484415991523
2006-08-06,5381.368441756691,5381.368441756691,26.256105352534902,-5381.368441756691
2006-08-07,16757.388069211564,16757.388069211564,24.091004441335087,-16757.388069211564
2006-08-08,6196.288594280755,6196.288594280755,23.20980666504873,6196.288594280755
2006-08-09,28902.253615966612,28902.253615966612,200.0,28902.253615966612
2006-08-10,16703.136425835888,16703.136425835888,200.0,16703.136425835888
2006-08-11,10124.584551241845,10124.584551241845,105.98654165251287,10124.584551241845
2006-08-12,19448.214935724645,19448.214935724645,104.31293087774998,-19448.214935724645
2006-08-13,1432.116979338498,1432.116979338498,10.246930351622975,-1432.116979338498
2006-08-14,16132.123645194966,16132.123645194966,32.73825676912546,-16132.123645194966
2006-08-15,5650.743842028714,5650.743842028714,20.73695767754883,5650.743842028714
2006-08-16,4596.602975094676,4596.602975094676,19.03489144967412,-4596.602975094676
2006-08-17,9774.07884879729,9774.07884879729,12.382759721061971,9774.07884879729
2006-08-18,8063.4587979034695,8063.4587979034695,7.29505130360903,8063.4587979034695
2006-08-19,14245.121394243004,14245.121394243004,29.055405700959476,14245.121394243004
2006-08-20,20355.230360835987,20355.230360835987,56.60931812190844,20355.230360835987
2006-08-21,8088.367842496315,8088.367842496315,4.5087970606842855,8088.367842496315
2006-08-22,19299.998705044884,19299.998705044884,22.449690415728266,-19299.998705044884
2006-08-23,11000.881650396477,11000.881650396477,10.807912763563994,-11000.881650396477
2006-08-24,13784.26896895023,13784.26896895023,14.472108839344672,-13784.26896895023
2006-08-25,22264.451072606986,22264.451072606986,12.52762969731544,22264.451072606986
2006-08-26,16499.173551170323,16499.173551170323,33.45359243629746,-16499.173551170323
2006-08-27,33357.77706529919,33357.77706529919,145.86531836767998,-33357.77706529919
2006-08-28,29065.48718976992,29065.48718976992,40.04462459010466,-29065.48718976992
2006-08-29,18779.947907409558,18779.947907409558,62.31944297101594,-18779.947907409558
2006-08-30,46237.24465228219,46237.24465228219,200.0,46237.24465228219
2006-08-31,20224.803952480528,20224.803952480528,51.38754830588177,-20224.803952480528
2006-09-01,22447.858300375374,22447.858300375374,35.259932272510696,-22447.858300375374
2006-09-02,25085.351021577735,25085.351021577735,80.88741331863127,-25085.351021577735
2006-09-03,9790.188382282024,9790.188382282024,55.38973810498275,-9790.188382282024
2006-09-04,73008.78758036904,73008.78758036904,192.0809050083369,-73008.78758036904
2006-09-05,1700.1051058826633,1700.1051058826633,3.1992976801048103,1700.1051058826633
