ATM_ID,BRANCH_ID,DATE,DATE1,BRA_WITHDRWLS,empty,BRA_DEPOSITS,B_WITHDRWLS_SCALED,B_DEPOSITS_SCALED,ATM_WITHDRWLS,ATM_WITHDRWLS_SCALED,DAY_OF_WEEK,DAY_IN_MONTH,MONTH,YEAR,ATM_WITHDRWLS_1WEEKAGO,ATM_WITHDRWLS_2WEEKAGO,AVG_ATM_WITHDRW_PREVMONTH,FIRSTWORKDAY,LASTWORKDAY,BRA_WITHDRWL_RATIO,AVG_BRA_WITHDRWL_PREVMONTH,IsSaturday,IsSunday,HOLIDAY
Z0951001,951,11/04/2007,11/04/2007,902715.46,1,786482.74,0.042,0.0368,62340,0.18,4,11,4,2007,63065,51620,78060.806,0,0,0.0691,1211103.471,0,0,0
Z1031001,1031,11/04/2007,11/04/2007,800400.82,1,959406.52,0.0371,0.0451,4630,0.01,4,11,4,2007,27570,14320,28346.129,0,0,0.0058,986914.9523,0,0,0
Z1119001,1119,11/04/2007,11/04/2007,493425.63,1,443908.62,0.0224,0.0203,30305,0.09,4,11,4,2007,77490,46235,103351.774,0,0,0.0614,732376.2077,0,0,0
Z1899001,1899,11/04/2007,11/04/2007,840211.78,1,493756.66,0.039,0.0227,32465,0.1,4,11,4,2007,46690,22550,40942.581,0,0,0.0386,712887.5641,0,0,0
Z0241002,241,10/04/2007,10/04/2007,4081458.18,1,3944184.79,0.194,0.1889,45420,0.13,3,10,4,2007,63030,64650,53097.097,0,0,0.0111,3849771.935,0,0,0
Z0951001,951,10/04/2007,10/04/2007,736576.84,1,580062.01,0.034,0.0269,66910,0.2,3,10,4,2007,78220,83755,77969.677,0,0,0.0908,1211103.471,0,0,0
Z1031001,1031,10/04/2007,10/04/2007,861667.54,1,1011139.97,0.04,0.0476,10380,0.03,3,10,4,2007,18150,28665,27510.161,0,0,0.012,986914.9523,0,0,0
Z1119001,1119,10/04/2007,10/04/2007,620878.92,1,621014.38,0.0285,0.0288,50705,0.15,3,10,4,2007,52830,81705,98472.581,0,0,0.0817,732376.2077,0,0,0
Z1899001,1899,10/04/2007,10/04/2007,1067905.98,1,542652.07,0.0499,0.0251,44390,0.13,3,10,4,2007,72330,37575,40363.548,0,0,0.0416,712887.5641,0,0,0
Z0241002,241,09/04/2007,09/04/2007,4803445.39,1,4983331.44,0.2285,0.2389,61550,0.18,2,9,4,2007,71000,202160,52376.452,0,0,0.0128,3849771.935,0,0,0
Z0951001,951,09/04/2007,09/04/2007,954200.92,1,597141.5,0.0445,0.0277,87960,0.26,2,9,4,2007,90525,196755,77016.452,0,0,0.0922,1211103.471,0,0,0
Z1031001,1031,09/04/2007,09/04/2007,1031857.53,1,1213317.24,0.0482,0.0574,21910,0.06,2,9,4,2007,19870,96335,26829.516,0,0,0.0212,986914.9523,0,0,0
Z1119001,1119,09/04/2007,09/04/2007,797818.36,1,634267.18,0.037,0.0295,100395,0.29,2,9,4,2007,56200,243485,95252.742,0,0,0.1258,732376.2077,0,0,0
Z1899001,1899,09/04/2007,09/04/2007,851743.68,1,324254.96,0.0396,0.0146,61080,0.18,2,9,4,2007,38900,120210,39460.323,0,0,0.0717,712887.5641,0,0,0
Z0241002,241,08/04/2007,,,0,,,,24750,0.07,1,8,4,2007,56830,74590,52446.452,1,0,,3849771.935,0,0,0
Z0951001,951,08/04/2007,,,0,,,,21500,0.06,1,8,4,2007,40110,64015,76651.29,1,0,,1211103.471,0,0,0
Z1031001,1031,08/04/2007,,,0,,,,13025,0.04,1,8,4,2007,5270,23725,26841.613,1,0,,986914.9523,0,0,0
Z1119001,1119,08/04/2007,,,0,,,,0,0.0,1,8,4,2007,31810,74995,95030.161,1,0,,732376.2077,0,0,0
Z1899001,1899,08/04/2007,,,0,,,,24935,0.07,1,8,4,2007,18135,33120,39141.129,1,0,,712887.5641,0,0,0
Z0241002,241,07/04/2007,,,0,,,,76100,0.22,7,7,4,2007,17080,78500,52262.258,0,1,,3849771.935,0,1,0
Z0951001,951,07/04/2007,,,0,,,,96305,0.28,7,7,4,2007,27455,98610,75891.613,0,1,,1211103.471,0,1,0
Z1031001,1031,07/04/2007,,,0,,,,15410,0.05,7,7,4,2007,5380,37545,26799.032,0,1,,986914.9523,0,1,0
Z1119001,1119,07/04/2007,,,0,,,,21700,0.06,7,7,4,2007,42510,201070,94817.742,0,1,,732376.2077,0,1,0
Z1899001,1899,07/04/2007,,,0,,,,53645,0.16,7,7,4,2007,11060,72500,38800.484,0,1,,712887.5641,0,1,0
Z0241002,241,06/04/2007,06/04/2007,3950272.5,1,3917526.74,0.1877,0.1876,118580,0.35,6,6,4,2007,20080,67225,52326.452,0,0,0.03,3849771.935,1,0,0
Z0951001,951,06/04/2007,06/04/2007,988329.55,1,942696.37,0.0461,0.0443,99635,0.29,6,6,4,2007,34725,144945,75407.742,0,0,0.1008,1211103.471,1,0,0
Z1031001,1031,06/04/2007,06/04/2007,1034416.58,1,1043234.7,0.0483,0.0492,37505,0.11,6,6,4,2007,8050,54520,26787.903,0,0,0.0363,986914.9523,1,0,0
Z1119001,1119,06/04/2007,06/04/2007,736562.47,1,472996.84,0.034,0.0217,145610,0.43,6,6,4,2007,23950,275220,94675.645,0,0,0.1977,732376.2077,1,0,0
Z1899001,1899,06/04/2007,06/04/2007,900071.13,1,450096.16,0.0419,0.0206,77465,0.23,6,6,4,2007,15695,81970,38392.097,0,0,0.0861,712887.5641,1,0,0
Z0241002,241,05/04/2007,05/04/2007,4367782.54,1,3948337.3,0.2077,0.1891,201560,0.59,5,5,4,2007,19130,125830,51982.581,0,0,0.0461,3849771.935,0,0,0
Z0951001,951,05/04/2007,05/04/2007,1185730.35,1,952004.63,0.0555,0.0448,157070,0.46,5,5,4,2007,40760,127100,75479.032,0,0,0.1325,1211103.471,0,0,0
Z1031001,1031,05/04/2007,05/04/2007,1319332.52,1,1020184.34,0.0619,0.0481,82545,0.24,5,5,4,2007,10540,73780,26975.645,0,0,0.0626,986914.9523,0,0,0
Z1119001,1119,05/04/2007,05/04/2007,680689.9,1,436411.65,0.0314,0.02,180955,0.53,5,5,4,2007,24415,194340,94988.548,0,0,0.2658,732376.2077,0,0,0
Z1899001,1899,05/04/2007,05/04/2007,1575414.51,1,750045.88,0.0742,0.0351,169470,0.5,5,5,4,2007,17510,63935,38078.548,0,0,0.1076,712887.5641,0,0,0
Z0241002,241,04/04/2007,04/04/2007,3105859.37,1,3498761.09,0.1473,0.1674,76340,0.22,4,4,4,2007,37520,153970,52635.161,0,0,0.0246,3849771.935,0,0,0
Z0951001,951,04/04/2007,04/04/2007,952709.05,1,745104.52,0.0444,0.0348,63065,0.18,4,4,4,2007,51620,149090,77067.097,0,0,0.0662,1211103.471,0,0,0
Z1031001,1031,04/04/2007,04/04/2007,919214.18,1,975958.32,0.0428,0.0459,27570,0.08,4,4,4,2007,14320,75670,27343.71,0,0,0.03,986914.9523,0,0,0
Z1119001,1119,04/04/2007,04/04/2007,814395.91,1,613899.93,0.0378,0.0285,77490,0.23,4,4,4,2007,46235,231090,95722.903,0,0,0.0952,732376.2077,0,0,0
Z1899001,1899,04/04/2007,04/04/2007,1277755.36,1,726615.96,0.0599,0.0339,46690,0.14,4,4,4,2007,22550,86905,38660.645,0,0,0.0365,712887.5641,0,0,0
Z0241002,241,03/04/2007,03/04/2007,3233784.31,1,3559905.26,0.1535,0.1704,63030,0.18,3,3,4,2007,64650,61090,53191.613,0,0,0.0195,3849771.935,0,0,0
Z0951001,951,03/04/2007,03/04/2007,984415.89,1,768167.93,0.0459,0.0359,78220,0.23,3,3,4,2007,83755,104330,78728.548,0,0,0.0795,1211103.471,0,0,0
Z1031001,1031,03/04/2007,03/04/2007,1073637.89,1,1121654.51,0.0502,0.053,18150,0.05,3,3,4,2007,28665,44805,27798.065,0,0,0.0169,986914.9523,0,0,0
Z1119001,1119,03/04/2007,03/04/2007,627818.11,1,710403.54,0.0288,0.0331,52830,0.15,3,3,4,2007,81705,194515,97098.065,0,0,0.0841,732376.2077,0,0,0
Z1899001,1899,03/04/2007,03/04/2007,1159546.09,1,601786.93,0.0543,0.0279,72330,0.21,3,3,4,2007,37575,58080,39786.452,0,0,0.0624,712887.5641,0,0,0
Z0241002,241,02/04/2007,02/04/2007,8956343.08,1,9159285.63,0.4271,0.44,71000,0.21,2,2,4,2007,202160,80480,53428.387,0,0,0.0079,3849771.935,0,0,0
Z0951001,951,02/04/2007,02/04/2007,2084902.95,1,1824864.18,0.0985,0.0868,90525,0.26,2,2,4,2007,196755,120165,79255.161,0,0,0.0434,1211103.471,0,0,0
Z1031001,1031,02/04/2007,02/04/2007,1438779.02,1,1857358.88,0.0676,0.0884,19870,0.06,2,2,4,2007,96335,51395,28329.194,0,0,0.0138,986914.9523,0,0,0
Z1119001,1119,02/04/2007,02/04/2007,865084.27,1,890428.82,0.0402,0.0418,56200,0.16,2,2,4,2007,243485,203440,97741.29,0,0,0.065,732376.2077,0,0,0
Z1899001,1899,02/04/2007,02/04/2007,1648097.84,1,900121.11,0.0776,0.0423,38900,0.11,2,2,4,2007,120210,60260,39832.742,0,0,0.0236,712887.5641,0,0,0
Z0241002,241,01/04/2007,,,0,,,,56830,0.17,1,1,4,2007,74590,37015,57449.677,1,0,,3849771.935,0,0,0
Z0951001,951,01/04/2007,,,0,,,,40110,0.12,1,1,4,2007,64015,39500,81527.581,1,0,,1211103.471,0,0,0
Z1031001,1031,01/04/2007,,,0,,,,5270,0.02,1,1,4,2007,23725,17660,29687.419,1,0,,986914.9523,0,0,0
Z1119001,1119,01/04/2007,,,0,,,,31810,0.09,1,1,4,2007,74995,91690,101015.323,1,0,,732376.2077,0,0,0
Z1899001,1899,01/04/2007,,,0,,,,18135,0.05,1,1,4,2007,33120,23860,43040.161,1,0,,712887.5641,0,0,0
Z0241002,241,31/03/2007,,,0,,,,17080,0.05,7,31,3,2007,78500,57540,57218.71,0,1,,3984679.461,0,1,0
Z0951001,951,31/03/2007,,,0,,,,27455,0.08,7,31,3,2007,98610,44345,78061.613,0,1,,1026860.959,0,1,0
Z1031001,1031,31/03/2007,,,0,,,,5380,0.02,7,31,3,2007,37545,34070,29645.806,0,1,,976898.2785,0,1,0
Z1119001,1119,31/03/2007,,,0,,,,42510,0.12,7,31,3,2007,201070,169475,101222.581,0,1,,729077.308,0,1,0
Z1899001,1899,31/03/2007,,,0,,,,11060,0.03,7,31,3,2007,72500,30970,42200.323,0,1,,733378.222,0,1,0
Z0241002,241,30/03/2007,30/03/2007,5071941.13,1,5316963.25,0.2414,0.255,20080,0.06,6,30,3,2007,67225,38280,60282.581,0,0,0.004,3984679.461,1,0,0
Z0951001,951,30/03/2007,30/03/2007,1180195.88,1,1357441.75,0.0553,0.0643,34725,0.1,6,30,3,2007,144945,74605,79433.387,0,0,0.0294,1026860.959,1,0,0
Z1031001,1031,30/03/2007,30/03/2007,554744.32,1,812085.05,0.0254,0.038,8050,0.02,6,30,3,2007,54520,26585,29754.839,0,0,0.0145,976898.2785,1,0,0
Z1119001,1119,30/03/2007,30/03/2007,439510.8,1,564948.25,0.0198,0.0261,23950,0.07,6,30,3,2007,275220,120940,102316.774,0,0,0.0545,729077.308,1,0,0
Z1899001,1899,30/03/2007,30/03/2007,438550.66,1,234172.6,0.0198,0.0102,15695,0.05,6,30,3,2007,81970,42135,42112.419,0,0,0.0358,733378.222,1,0,0
Z0241002,241,29/03/2007,29/03/2007,2274410.12,1,2899974.4,0.1076,0.1386,19130,0.06,5,29,3,2007,125830,14190,58603.548,0,0,0.0084,3984679.461,0,0,0
Z0951001,951,29/03/2007,29/03/2007,1010528.44,1,933252.56,0.0471,0.0439,40760,0.12,5,29,3,2007,127100,54950,77257.581,0,0,0.0403,1026860.959,0,0,0
Z1031001,1031,29/03/2007,29/03/2007,615452.96,1,802502.8,0.0283,0.0376,10540,0.03,5,29,3,2007,73780,5240,28354.516,0,0,0.0171,976898.2785,0,0,0
Z1119001,1119,29/03/2007,29/03/2007,533566.15,1,472180.26,0.0243,0.0217,24415,0.07,5,29,3,2007,194340,35525,100964.516,0,0,0.0458,729077.308,0,0,0
Z1899001,1899,29/03/2007,29/03/2007,449525.05,1,249871.02,0.0203,0.011,17510,0.05,5,29,3,2007,63935,22795,40110.806,0,0,0.039,733378.222,0,0,0
Z0241002,241,28/03/2007,28/03/2007,2586658.48,1,2973401.94,0.1225,0.1421,37520,0.11,4,28,3,2007,153970,15620,58211.935,0,0,0.0145,3984679.461,0,0,0
Z0951001,951,28/03/2007,28/03/2007,678628.07,1,642180.29,0.0313,0.0299,51620,0.15,4,28,3,2007,149090,37960,78238.871,0,0,0.0761,1026860.959,0,0,0
Z1031001,1031,28/03/2007,28/03/2007,886924.31,1,946235.01,0.0412,0.0445,14320,0.04,4,28,3,2007,75670,3590,28356.774,0,0,0.0161,976898.2785,0,0,0
Z1119001,1119,28/03/2007,28/03/2007,803337.71,1,630928.95,0.0372,0.0293,46235,0.14,4,28,3,2007,231090,14725,101771.129,0,0,0.0576,729077.308,0,0,0
Z1899001,1899,28/03/2007,28/03/2007,443696.66,1,232218.24,0.02,0.0101,22550,0.07,4,28,3,2007,86905,13620,40315.161,0,0,0.0508,733378.222,0,0,0
Z0241002,241,27/03/2007,27/03/2007,3858617.43,1,4417336.44,0.1833,0.2117,64650,0.19,3,27,3,2007,61090,11780,55982.581,0,0,0.0168,3984679.461,0,0,0
Z0951001,951,27/03/2007,27/03/2007,885687.29,1,786706.29,0.0412,0.0368,83755,0.25,3,27,3,2007,104330,43985,76082.742,0,0,0.0946,1026860.959,0,0,0
Z1031001,1031,27/03/2007,27/03/2007,1171291.71,1,1533854.44,0.0548,0.0728,28665,0.08,3,27,3,2007,44805,5800,27632.258,0,0,0.0245,976898.2785,0,0,0
Z1119001,1119,27/03/2007,27/03/2007,583398.11,1,443753.92,0.0267,0.0203,81705,0.24,3,27,3,2007,194515,21815,99224.839,0,0,0.1401,729077.308,0,0,0
Z1899001,1899,27/03/2007,27/03/2007,544726.95,1,255018.33,0.0249,0.0112,37575,0.11,3,27,3,2007,58080,18025,39498.871,0,0,0.069,733378.222,0,0,0
Z0241002,241,26/03/2007,26/03/2007,5291838.81,1,4589352.88,0.2519,0.2199,202160,0.59,2,26,3,2007,80480,22530,55052.903,0,0,0.0382,3984679.461,0,0,0
Z0951001,951,26/03/2007,26/03/2007,1633897.0,1,866115.85,0.077,0.0406,196755,0.58,2,26,3,2007,120165,56795,73983.226,0,0,0.1204,1026860.959,0,0,0
Z1031001,1031,26/03/2007,26/03/2007,1737278.14,1,1537937.12,0.0819,0.073,96335,0.28,2,26,3,2007,51395,6810,27167.419,0,0,0.0555,976898.2785,0,0,0
Z1119001,1119,26/03/2007,26/03/2007,1309746.9,1,793961.3,0.0615,0.0372,243485,0.71,2,26,3,2007,203440,17800,97619.677,0,0,0.1859,729077.308,0,0,0
Z1899001,1899,26/03/2007,26/03/2007,974808.72,1,335894.75,0.0454,0.0151,120210,0.35,2,26,3,2007,60260,21015,38255.323,0,0,0.1233,733378.222,0,0,0
Z0241002,241,25/03/2007,,,0,,,,74590,0.22,1,25,3,2007,37015,7400,54093.226,1,0,,3984679.461,0,0,0
Z0951001,951,25/03/2007,,,0,,,,64015,0.19,1,25,3,2007,39500,20950,72912.742,1,0,,1026860.959,0,0,0
Z1031001,1031,25/03/2007,,,0,,,,23725,0.07,1,25,3,2007,17660,1260,26912.581,1,0,,976898.2785,0,0,0
Z1119001,1119,25/03/2007,,,0,,,,74995,0.22,1,25,3,2007,91690,10210,96517.903,1,0,,729077.308,0,0,0
Z1899001,1899,25/03/2007,,,0,,,,33120,0.1,1,25,3,2007,23860,5110,36215.161,1,0,,733378.222,0,0,0
Z0241002,241,24/03/2007,,,0,,,,78500,0.23,7,24,3,2007,57540,24720,52894.839,0,1,,3984679.461,0,1,0
Z0951001,951,24/03/2007,,,0,,,,98610,0.29,7,24,3,2007,44345,40340,71940.806,0,1,,1026860.959,0,1,0
Z1031001,1031,24/03/2007,,,0,,,,37545,0.11,7,24,3,2007,34070,6160,26697.419,0,1,,976898.2785,0,1,0
Z1119001,1119,24/03/2007,,,0,,,,201070,0.59,7,24,3,2007,169475,13365,95720.484,0,1,,729077.308,0,1,0
Z1899001,1899,24/03/2007,,,0,,,,72500,0.21,7,24,3,2007,30970,5890,35771.452,0,1,,733378.222,0,1,0
Z0241002,241,23/03/2007,23/03/2007,3297554.74,1,3046364.72,0.1565,0.1456,67225,0.2,6,23,3,2007,38280,22620,51041.935,0,0,0.0204,3984679.461,1,0,0
Z0951001,951,23/03/2007,23/03/2007,1246906.64,1,999950.45,0.0584,0.0471,144945,0.42,6,23,3,2007,74605,60430,69945.645,0,0,0.1162,1026860.959,1,0,0
Z1031001,1031,23/03/2007,23/03/2007,1024954.54,1,1035455.88,0.0478,0.0488,54520,0.16,6,23,3,2007,26585,470,26764.194,0,0,0.0532,976898.2785,1,0,0
Z1119001,1119,23/03/2007,23/03/2007,1198067.81,1,883950.26,0.0561,0.0415,275220,0.81,6,23,3,2007,120940,25735,94675.645,0,0,0.2297,729077.308,1,0,0
Z1899001,1899,23/03/2007,23/03/2007,685863.81,1,315980.29,0.0316,0.0142,81970,0.24,6,23,3,2007,42135,19645,35524.516,0,0,0.1195,733378.222,1,0,0
Z0241002,241,22/03/2007,22/03/2007,5923268.9,1,5672302.37,0.2821,0.2721,125830,0.37,5,22,3,2007,14190,32450,50107.097,0,0,0.0212,3984679.461,0,0,0
Z0951001,951,22/03/2007,22/03/2007,1009908.83,1,952106.77,0.0471,0.0448,127100,0.37,5,22,3,2007,54950,91370,69895.968,0,0,0.1259,1026860.959,0,0,0
Z1031001,1031,22/03/2007,22/03/2007,904696.88,1,958862.57,0.0421,0.0451,73780,0.22,5,22,3,2007,5240,8470,27725.0,0,0,0.0816,976898.2785,0,0,0
Z1119001,1119,22/03/2007,22/03/2007,748059.14,1,571849.46,0.0346,0.0265,194340,0.57,5,22,3,2007,35525,26350,93438.871,0,0,0.2598,729077.308,0,0,0
Z1899001,1899,22/03/2007,22/03/2007,531536.92,1,284399.18,0.0242,0.0126,63935,0.19,5,22,3,2007,22795,29875,35043.065,0,0,0.1203,733378.222,0,0,0
Z0241002,241,21/03/2007,21/03/2007,4198167.0,1,4269310.09,0.1996,0.2045,153970,0.45,4,21,3,2007,15620,65280,52813.871,0,0,0.0367,3984679.461,0,0,0
Z0951001,951,21/03/2007,21/03/2007,955187.59,1,599536.6,0.0445,0.0278,149090,0.44,4,21,3,2007,37960,107445,74690.323,0,0,0.1561,1026860.959,0,0,0
Z1031001,1031,21/03/2007,21/03/2007,992560.83,1,889228.05,0.0463,0.0418,75670,0.22,4,21,3,2007,3590,15390,29467.581,0,0,0.0762,976898.2785,0,0,0
Z1119001,1119,21/03/2007,21/03/2007,780127.76,1,664120.13,0.0361,0.0309,231090,0.68,4,21,3,2007,14725,38650,99551.935,0,0,0.2962,729077.308,0,0,0
Z1899001,1899,21/03/2007,21/03/2007,739952.01,1,341058.21,0.0342,0.0154,86905,0.25,4,21,3,2007,13620,51140,38145.484,0,0,0.1174,733378.222,0,0,0
Z0241002,241,20/03/2007,20/03/2007,3587923.88,1,3884578.96,0.1704,0.186,61090,0.18,3,20,3,2007,11780,42690,52230.323,0,0,0.017,3984679.461,0,0,0
Z0951001,951,20/03/2007,20/03/2007,1232750.42,1,1085012.04,0.0578,0.0512,104330,0.31,3,20,3,2007,43985,54535,74640.806,0,0,0.0846,1026860.959,0,0,0
Z1031001,1031,20/03/2007,20/03/2007,784944.83,1,925982.1,0.0364,0.0435,44805,0.13,3,20,3,2007,5800,17440,30347.258,0,0,0.0571,976898.2785,0,0,0
Z1119001,1119,20/03/2007,20/03/2007,956198.44,1,996451.96,0.0445,0.0469,194515,0.57,3,20,3,2007,21815,51730,100361.613,0,0,0.2034,729077.308,0,0,0
Z1899001,1899,20/03/2007,20/03/2007,527750.38,1,256724.97,0.0241,0.0113,58080,0.17,3,20,3,2007,18025,37045,38117.419,0,0,0.1101,733378.222,0,0,0
Z0241002,241,19/03/2007,19/03/2007,5126578.63,1,5393345.55,0.244,0.2587,80480,0.24,2,19,3,2007,22530,108520,54052.258,0,0,0.0157,3984679.461,0,0,0
Z0951001,951,19/03/2007,19/03/2007,1431745.12,1,1044950.97,0.0673,0.0493,120165,0.35,2,19,3,2007,56795,143760,74268.226,0,0,0.0839,1026860.959,0,0,0
Z1031001,1031,19/03/2007,19/03/2007,1578127.86,1,1453876.4,0.0743,0.0689,51395,0.15,2,19,3,2007,6810,67300,29948.871,0,0,0.0326,976898.2785,0,0,0
Z1119001,1119,19/03/2007,19/03/2007,1311352.91,1,969859.54,0.0615,0.0456,203440,0.6,2,19,3,2007,17800,114910,98784.516,0,0,0.1551,729077.308,0,0,0
Z1899001,1899,19/03/2007,19/03/2007,792267.76,1,340894.9,0.0367,0.0154,60260,0.18,2,19,3,2007,21015,93795,37210.0,0,0,0.0761,733378.222,0,0,0
Z0241002,241,18/03/2007,,,0,,,,37015,0.11,1,18,3,2007,7400,48930,56762.581,1,0,,3984679.461,0,0,0
Z0951001,951,18/03/2007,,,0,,,,39500,0.12,1,18,3,2007,20950,33510,76153.065,1,0,,1026860.959,0,0,0
Z1031001,1031,18/03/2007,,,0,,,,17660,0.05,1,18,3,2007,1260,15320,31891.774,1,0,,976898.2785,0,0,0
Z1119001,1119,18/03/2007,,,0,,,,91690,0.27,1,18,3,2007,10210,37720,100253.548,1,0,,729077.308,0,0,0
Z1899001,1899,18/03/2007,,,0,,,,23860,0.07,1,18,3,2007,5110,20710,37031.935,1,0,,733378.222,0,0,0
Z0241002,241,17/03/2007,,,0,,,,57540,0.17,7,17,3,2007,24720,85670,56834.839,0,1,,3984679.461,0,1,0
Z0951001,951,17/03/2007,,,0,,,,44345,0.13,7,17,3,2007,40340,90605,73324.194,0,1,,1026860.959,0,1,0
Z1031001,1031,17/03/2007,,,0,,,,34070,0.1,7,17,3,2007,6160,30680,30516.129,0,1,,976898.2785,0,1,0
Z1119001,1119,17/03/2007,,,0,,,,169475,0.5,7,17,3,2007,13365,98345,96354.677,0,1,,729077.308,0,1,0
Z1899001,1899,17/03/2007,,,0,,,,30970,0.09,7,17,3,2007,5890,30505,35721.29,0,1,,733378.222,0,1,0
Z0241002,241,16/03/2007,16/03/2007,3881749.02,1,4044200.2,0.1844,0.1937,38280,0.11,6,16,3,2007,22620,46250,56909.355,0,0,0.0099,3984679.461,1,0,0
Z0951001,951,16/03/2007,16/03/2007,1067152.68,1,970395.15,0.0499,0.0457,74605,0.22,6,16,3,2007,60430,95105,72867.419,0,0,0.0699,1026860.959,1,0,0
Z1031001,1031,16/03/2007,16/03/2007,750793.8,1,882148.77,0.0347,0.0414,26585,0.08,6,16,3,2007,470,22840,29865.645,0,0,0.0354,976898.2785,1,0,0
Z1119001,1119,16/03/2007,16/03/2007,663734.92,1,666545.56,0.0306,0.031,120940,0.35,6,16,3,2007,25735,75590,95163.871,0,0,0.1822,729077.308,1,0,0
Z1899001,1899,16/03/2007,16/03/2007,504909.39,1,295497.91,0.023,0.0132,42135,0.12,6,16,3,2007,19645,48995,34922.258,0,0,0.0835,733378.222,1,0,0
Z0241002,241,15/03/2007,15/03/2007,3055102.27,1,3411574.07,0.1449,0.1632,14190,0.04,5,15,3,2007,32450,42510,56532.581,0,0,0.0046,3984679.461,0,0,0
Z0951001,951,15/03/2007,15/03/2007,1283761.62,1,1444592.93,0.0602,0.0685,54950,0.16,5,15,3,2007,91370,93830,72486.613,0,0,0.0428,1026860.959,0,0,0
Z1031001,1031,15/03/2007,15/03/2007,745966.98,1,875639.14,0.0345,0.0411,5240,0.02,5,15,3,2007,8470,20100,30181.613,0,0,0.007,976898.2785,0,0,0
Z1119001,1119,15/03/2007,15/03/2007,585774.37,1,652539.34,0.0268,0.0304,35525,0.1,5,15,3,2007,26350,78985,97225.323,0,0,0.0606,729077.308,0,0,0
Z1899001,1899,15/03/2007,15/03/2007,691664.46,1,396115.05,0.0319,0.018,22795,0.07,5,15,3,2007,29875,76420,34333.548,0,0,0.033,733378.222,0,0,0
Z0241002,241,14/03/2007,14/03/2007,3151783.51,1,3326497.56,0.1495,0.1591,15620,0.05,4,14,3,2007,65280,38820,57642.903,0,0,0.005,3984679.461,0,0,0
Z0951001,951,14/03/2007,14/03/2007,2028226.2,1,1984932.34,0.0958,0.0945,37960,0.11,4,14,3,2007,107445,46930,74557.742,0,0,0.0187,1026860.959,0,0,0
Z1031001,1031,14/03/2007,14/03/2007,544059.32,1,750328.37,0.0248,0.0351,3590,0.01,4,14,3,2007,15390,15080,31002.258,0,0,0.0066,976898.2785,0,0,0
Z1119001,1119,14/03/2007,14/03/2007,259223.17,1,291026.79,0.0112,0.013,14725,0.04,4,14,3,2007,38650,49035,101373.065,0,0,0.0568,729077.308,0,0,0
Z1899001,1899,14/03/2007,14/03/2007,272242.32,1,169577.73,0.0118,0.0071,13620,0.04,4,14,3,2007,51140,16390,35521.774,0,0,0.05,733378.222,0,0,0
Z0241002,241,13/03/2007,13/03/2007,2707734.07,1,2991144.19,0.1283,0.143,11780,0.03,3,13,3,2007,42690,70360,58677.742,0,0,0.0044,3984679.461,0,0,0
Z0951001,951,13/03/2007,13/03/2007,850708.53,1,816574.84,0.0395,0.0383,43985,0.13,3,13,3,2007,54535,104215,75711.774,0,0,0.0517,1026860.959,0,0,0
Z1031001,1031,13/03/2007,13/03/2007,892218.6,1,1076584.82,0.0415,0.0508,5800,0.02,3,13,3,2007,17440,11510,31784.194,0,0,0.0065,976898.2785,0,0,0
Z1119001,1119,13/03/2007,13/03/2007,476462.1,1,516722.81,0.0216,0.0238,21815,0.06,3,13,3,2007,51730,97025,102561.935,0,0,0.0458,729077.308,0,0,0
Z1899001,1899,13/03/2007,13/03/2007,668889.05,1,403934.48,0.0308,0.0184,18025,0.05,3,13,3,2007,37045,17400,35495.161,0,0,0.0269,733378.222,0,0,0
Z0241002,241,12/03/2007,12/03/2007,3903183.05,1,4502286.03,0.1855,0.2157,22530,0.07,2,12,3,2007,108520,192770,57106.452,0,0,0.0058,3984679.461,0,0,0
Z0951001,951,12/03/2007,12/03/2007,1143019.64,1,876437.06,0.0535,0.0411,56795,0.17,2,12,3,2007,143760,164965,74673.387,0,0,0.0497,1026860.959,0,0,0
Z1031001,1031,12/03/2007,12/03/2007,1189569.58,1,1495820.66,0.0557,0.071,6810,0.02,2,12,3,2007,67300,71845,31057.903,0,0,0.0057,976898.2785,0,0,0
Z1119001,1119,12/03/2007,12/03/2007,607379.38,1,680815.73,0.0279,0.0317,17800,0.05,2,12,3,2007,114910,271625,99681.29,0,0,0.0293,729077.308,0,0,0
Z1899001,1899,12/03/2007,12/03/2007,729309.55,1,423579.2,0.0337,0.0193,21015,0.06,2,12,3,2007,93795,136560,34805.0,0,0,0.0288,733378.222,0,0,0
Z0241002,241,11/03/2007,,,0,,,,7400,0.02,1,11,3,2007,48930,76750,56984.516,1,0,,3984679.461,0,0,0
Z0951001,951,11/03/2007,,,0,,,,20950,0.06,1,11,3,2007,33510,19890,74504.677,1,0,,1026860.959,0,0,0
Z1031001,1031,11/03/2007,,,0,,,,1260,0.0,1,11,3,2007,15320,30120,30840.161,1,0,,976898.2785,0,0,0
Z1119001,1119,11/03/2007,,,0,,,,10210,0.03,1,11,3,2007,37720,60385,98827.419,1,0,,729077.308,0,0,0
Z1899001,1899,11/03/2007,,,0,,,,5110,0.01,1,11,3,2007,20710,4365,34629.355,1,0,,733378.222,0,0,0
Z0241002,241,10/03/2007,,,0,,,,24720,0.07,7,10,3,2007,85670,87080,56768.387,0,1,,3984679.461,0,1,0
Z0951001,951,10/03/2007,,,0,,,,40340,0.12,7,10,3,2007,90605,108920,73595.323,0,1,,1026860.959,0,1,0
