ATM_ID,BRANCH_ID,DATE,DATE1,BRA_WITHDRWLS,empty,BRA_DEPOSITS,B_WITHDRWLS_SCALED,B_DEPOSITS_SCALED,ATM_WITHDRWLS,ATM_WITHDRWLS_SCALED,DAY_OF_WEEK,DAY_IN_MONTH,MONTH,YEAR,ATM_WITHDRWLS_1WEEKAGO,ATM_WITHDRWLS_2WEEKAGO,AVG_ATM_WITHDRW_PREVMONTH,FIRSTWORKDAY,LASTWORKDAY,BRA_WITHDRWL_RATIO,AVG_BRA_WITHDRWL_PREVMONTH,IsSaturday,IsSunday,HOLIDAY
Z0241002,241,25/02/2008,25/02/2008,5170578.7,1,4765100.6,0.2461,0.2284,193525,0.57,2,25,2,2008,165230,78115,141777.742,0,0,0.0374,4230615.619,0,0,0
Z0951001,951,25/02/2008,25/02/2008,1568476.06,1,1020922.41,0.0738,0.0481,160540,0.47,2,25,2,2008,61510,68050,84761.613,0,0,0.1024,1397777.08,0,0,0
Z1031001,1031,25/02/2008,25/02/2008,1472590.01,1,1188596.64,0.0692,0.0562,106440,0.31,2,25,2,2008,67700,14760,30773.548,0,0,0.0723,1228764.61,0,0,0
Z1119001,1119,25/02/2008,25/02/2008,1522469.43,1,961138.09,0.0716,0.0452,223025,0.65,2,25,2,2008,213465,28970,97201.774,0,0,0.1465,810102.5318,0,0,0
Z1899001,1899,25/02/2008,25/02/2008,1063472.92,1,385372.59,0.0497,0.0175,134225,0.39,2,25,2,2008,31620,15125,52936.29,0,0,0.1262,780301.4886,0,0,0
Z0241002,241,24/02/2008,,,0,,,,124330,0.36,1,24,2,2008,67640,40800,141221.935,1,0,,4230615.619,0,0,0
Z0951001,951,24/02/2008,,,0,,,,10450,0.03,1,24,2,2008,22940,25530,85129.032,1,0,,1397777.08,0,0,0
Z1031001,1031,24/02/2008,,,0,,,,43630,0.13,1,24,2,2008,4240,8880,30889.355,1,0,,1228764.61,0,0,0
Z1119001,1119,24/02/2008,,,0,,,,105310,0.31,1,24,2,2008,58045,12030,97115.484,1,0,,810102.5318,0,0,0
Z1899001,1899,24/02/2008,,,0,,,,52090,0.15,1,24,2,2008,14610,4920,52970.0,1,0,,780301.4886,0,0,0
Z0241002,241,23/02/2008,,,0,,,,105730,0.31,7,23,2,2008,86160,85940,139946.129,0,1,,4230615.619,0,1,0
Z0951001,951,23/02/2008,,,0,,,,111395,0.33,7,23,2,2008,43550,42355,83932.903,0,1,,1397777.08,0,1,0
Z1031001,1031,23/02/2008,,,0,,,,44420,0.13,7,23,2,2008,16630,9730,30683.871,0,1,,1228764.61,0,1,0
Z1119001,1119,23/02/2008,,,0,,,,209645,0.61,7,23,2,2008,97285,25645,96710.968,0,1,,810102.5318,0,1,0
Z1899001,1899,23/02/2008,,,0,,,,50045,0.15,7,23,2,2008,22800,13065,52558.387,0,1,,780301.4886,0,1,0
Z0241002,241,22/02/2008,22/02/2008,3962587.73,1,3302859.45,0.1883,0.158,199460,0.58,6,22,2,2008,86030,101440,139148.387,0,0,0.0503,4230615.619,1,0,0
Z0951001,951,22/02/2008,22/02/2008,1125110.32,1,772738.51,0.0526,0.0361,129145,0.38,6,22,2,2008,69540,76965,82980.323,0,0,0.1148,1397777.08,1,0,0
Z1031001,1031,22/02/2008,22/02/2008,1047018.06,1,1056745.97,0.0489,0.0498,85230,0.25,6,22,2,2008,13850,13380,30525.806,0,0,0.0814,1228764.61,1,0,0
Z1119001,1119,22/02/2008,22/02/2008,907968.06,1,674705.86,0.0422,0.0314,203270,0.59,6,22,2,2008,52335,42375,95846.935,0,0,0.2239,810102.5318,1,0,0
Z1899001,1899,22/02/2008,22/02/2008,745385.99,1,379858.51,0.0345,0.0172,113360,0.33,6,22,2,2008,27550,23200,52013.871,0,0,0.1521,780301.4886,1,0,0
Z0241002,241,21/02/2008,21/02/2008,2492282.31,1,2378684.61,0.118,0.1135,249545,0.73,5,21,2,2008,58925,129375,136759.677,0,0,0.1001,4230615.619,0,0,0
Z0951001,951,21/02/2008,21/02/2008,1024769.36,1,741951.27,0.0478,0.0347,133045,0.39,5,21,2,2008,51750,90500,81031.935,0,0,0.1298,1397777.08,0,0,0
Z1031001,1031,21/02/2008,21/02/2008,1106939.51,1,1029204.0,0.0518,0.0485,79270,0.23,5,21,2,2008,6230,20620,29859.032,0,0,0.0716,1228764.61,0,0,0
Z1119001,1119,21/02/2008,21/02/2008,1052181.17,1,799575.46,0.0491,0.0374,264295,0.77,5,21,2,2008,24650,38395,93598.387,0,0,0.2512,810102.5318,0,0,0
Z1899001,1899,21/02/2008,21/02/2008,751790.08,1,318833.41,0.0348,0.0143,120595,0.35,5,21,2,2008,15010,43115,50568.71,0,0,0.1604,780301.4886,0,0,0
Z0241002,241,20/02/2008,20/02/2008,2971529.39,1,3400119.95,0.1409,0.1627,160325,0.47,4,20,2,2008,83480,94845,138003.226,0,0,0.054,4230615.619,0,0,0
Z0951001,951,20/02/2008,20/02/2008,1032001.44,1,885823.49,0.0482,0.0416,131030,0.38,4,20,2,2008,53810,72500,82771.29,0,0,0.127,1397777.08,0,0,0
Z1031001,1031,20/02/2008,20/02/2008,1309115.5,1,1333052.41,0.0614,0.0631,66790,0.2,4,20,2,2008,12950,16880,29706.129,0,0,0.051,1228764.61,0,0,0
Z1119001,1119,20/02/2008,20/02/2008,883169.68,1,795789.62,0.0411,0.0373,224040,0.66,4,20,2,2008,22345,45020,93539.516,0,0,0.2537,810102.5318,0,0,0
Z1899001,1899,20/02/2008,20/02/2008,602603.27,1,312551.41,0.0276,0.014,54230,0.16,4,20,2,2008,20800,30655,50252.903,0,0,0.09,780301.4886,0,0,0
Z0241002,241,19/02/2008,19/02/2008,2652503.32,1,2819944.63,0.1257,0.1347,176010,0.52,3,19,2,2008,75930,233010,136593.548,0,0,0.0664,4230615.619,0,0,0
Z0951001,951,19/02/2008,19/02/2008,886574.44,1,748639.15,0.0412,0.035,144620,0.42,3,19,2,2008,56620,149305,81496.452,0,0,0.1631,1397777.08,0,0,0
Z1031001,1031,19/02/2008,19/02/2008,2215414.27,1,2238671.17,0.1048,0.1067,50270,0.15,3,19,2,2008,17240,76880,29030.0,0,0,0.0227,1228764.61,0,0,0
Z1119001,1119,19/02/2008,19/02/2008,746309.28,1,648126.75,0.0345,0.0301,221880,0.65,3,19,2,2008,37110,110015,90363.71,0,0,0.2973,810102.5318,0,0,0
Z1899001,1899,19/02/2008,19/02/2008,485996.19,1,234328.37,0.0221,0.0102,0,0.0,3,19,2,2008,25205,116375,49460.806,0,0,0.0,780301.4886,0,0,0
Z0241002,241,18/02/2008,18/02/2008,4926976.9,1,5269869.22,0.2344,0.2527,165230,0.48,2,18,2,2008,78115,179550,132211.29,0,0,0.0335,4230615.619,0,0,0
Z0951001,951,18/02/2008,18/02/2008,1300465.53,1,1107995.7,0.061,0.0523,61510,0.18,2,18,2,2008,68050,145055,79073.548,0,0,0.0473,1397777.08,0,0,0
Z1031001,1031,18/02/2008,18/02/2008,1841475.36,1,1855551.44,0.0869,0.0883,67700,0.2,2,18,2,2008,14760,68930,26081.29,0,0,0.0368,1228764.61,0,0,0
Z1119001,1119,18/02/2008,18/02/2008,1244998.55,1,1158272.16,0.0584,0.0547,213465,0.62,2,18,2,2008,28970,75380,84674.355,0,0,0.1715,810102.5318,0,0,0
Z1899001,1899,18/02/2008,18/02/2008,813696.59,1,408552.35,0.0377,0.0186,31620,0.09,2,18,2,2008,15125,89875,45321.129,0,0,0.0389,780301.4886,0,0,0
Z0241002,241,17/02/2008,,,0,,,,67640,0.2,1,17,2,2008,40800,73950,131629.032,1,0,,4230615.619,0,0,0
Z0951001,951,17/02/2008,,,0,,,,22940,0.07,1,17,2,2008,25530,31900,78592.903,1,0,,1397777.08,0,0,0
Z1031001,1031,17/02/2008,,,0,,,,4240,0.01,1,17,2,2008,8880,11620,25175.806,1,0,,1228764.61,0,0,0
Z1119001,1119,17/02/2008,,,0,,,,58045,0.17,1,17,2,2008,12030,0,83400.323,1,0,,810102.5318,0,0,0
Z1899001,1899,17/02/2008,,,0,,,,14610,0.04,1,17,2,2008,4920,200,45032.097,1,0,,780301.4886,0,0,0
Z0241002,241,16/02/2008,,,0,,,,86160,0.25,7,16,2,2008,85940,222520,126278.065,0,1,,4230615.619,0,1,0
Z0951001,951,16/02/2008,,,0,,,,43550,0.13,7,16,2,2008,42355,92520,75518.71,0,1,,1397777.08,0,1,0
Z1031001,1031,16/02/2008,,,0,,,,16630,0.05,7,16,2,2008,9730,18590,24325.806,0,1,,1228764.61,0,1,0
Z1119001,1119,16/02/2008,,,0,,,,97285,0.28,7,16,2,2008,25645,74185,77030.968,0,1,,810102.5318,0,1,0
Z1899001,1899,16/02/2008,,,0,,,,22800,0.07,7,16,2,2008,13065,34030,43417.258,0,1,,780301.4886,0,1,0
Z0241002,241,15/02/2008,15/02/2008,3791132.75,1,4532879.08,0.1801,0.2172,86030,0.25,6,15,2,2008,101440,121710,120400.645,0,0,0.0227,4230615.619,1,0,0
Z0951001,951,15/02/2008,15/02/2008,958270.68,1,1003824.92,0.0446,0.0473,69540,0.2,6,15,2,2008,76965,79980,71613.548,0,0,0.0726,1397777.08,1,0,0
Z1031001,1031,15/02/2008,15/02/2008,695373.18,1,924081.36,0.0321,0.0434,13850,0.04,6,15,2,2008,13380,17160,22577.419,0,0,0.0199,1228764.61,1,0,0
Z1119001,1119,15/02/2008,15/02/2008,628061.21,1,826733.86,0.0289,0.0387,52335,0.15,6,15,2,2008,42375,70565,71185.0,0,0,0.0833,810102.5318,1,0,0
Z1899001,1899,15/02/2008,15/02/2008,566705.63,1,333736.31,0.0259,0.015,27550,0.08,6,15,2,2008,23200,53650,41019.516,0,0,0.0486,780301.4886,1,0,0
Z0241002,241,14/02/2008,14/02/2008,5200534.04,1,6630343.25,0.2475,0.3182,58925,0.17,5,14,2,2008,129375,67040,113927.097,0,0,0.0113,4230615.619,0,0,0
Z0951001,951,14/02/2008,14/02/2008,691160.87,1,724693.34,0.0319,0.0338,51750,0.15,5,14,2,2008,90500,45440,68245.0,0,0,0.0749,1397777.08,0,0,0
Z1031001,1031,14/02/2008,14/02/2008,688514.26,1,785946.85,0.0317,0.0368,6230,0.02,5,14,2,2008,20620,8970,19916.935,0,0,0.009,1228764.61,0,0,0
Z1119001,1119,14/02/2008,14/02/2008,575375.96,1,690966.88,0.0263,0.0322,24650,0.07,5,14,2,2008,38395,39650,62337.097,0,0,0.0428,810102.5318,0,0,0
Z1899001,1899,14/02/2008,14/02/2008,307432.23,1,195561.56,0.0135,0.0084,15010,0.04,5,14,2,2008,43115,12565,37296.935,0,0,0.0488,780301.4886,0,0,0
Z0241002,241,13/02/2008,13/02/2008,3208122.43,1,4555728.05,0.1522,0.2183,83480,0.24,4,13,2,2008,94845,77160,111767.419,0,0,0.026,4230615.619,0,0,0
Z0951001,951,13/02/2008,13/02/2008,1009395.85,1,994776.12,0.0471,0.0468,53810,0.16,4,13,2,2008,72500,53130,67730.645,0,0,0.0533,1397777.08,0,0,0
Z1031001,1031,13/02/2008,13/02/2008,848056.72,1,1082924.45,0.0394,0.0511,12950,0.04,4,13,2,2008,16880,10220,19670.968,0,0,0.0153,1228764.61,0,0,0
Z1119001,1119,13/02/2008,13/02/2008,504270.53,1,585180.98,0.0229,0.0271,22345,0.07,4,13,2,2008,45020,25040,61330.323,0,0,0.0443,810102.5318,0,0,0
Z1899001,1899,13/02/2008,13/02/2008,423583.55,1,248169.24,0.0191,0.0109,20800,0.06,4,13,2,2008,30655,16320,36813.71,0,0,0.0491,780301.4886,0,0,0
Z0241002,241,12/02/2008,12/02/2008,4449369.19,1,4270211.65,0.2116,0.2046,75930,0.22,3,12,2,2008,233010,83090,114053.548,0,0,0.0171,4230615.619,0,0,0
Z0951001,951,12/02/2008,12/02/2008,858399.93,1,846015.53,0.0399,0.0397,56620,0.17,3,12,2,2008,149305,64680,69398.387,0,0,0.066,1397777.08,0,0,0
Z1031001,1031,12/02/2008,12/02/2008,852447.46,1,966708.17,0.0396,0.0455,17240,0.05,3,12,2,2008,76880,12230,24245.645,0,0,0.0202,1228764.61,0,0,0
Z1119001,1119,12/02/2008,12/02/2008,774682.82,1,799493.54,0.0359,0.0374,37110,0.11,3,12,2,2008,110015,57825,63309.677,0,0,0.0479,810102.5318,0,0,0
Z1899001,1899,12/02/2008,12/02/2008,546602.85,1,303452.1,0.025,0.0135,25205,0.07,3,12,2,2008,116375,24930,41876.452,0,0,0.0461,780301.4886,0,0,0
Z0241002,241,11/02/2008,11/02/2008,4150924.39,1,4536878.99,0.1973,0.2174,78115,0.23,2,11,2,2008,179550,159830,119166.774,0,0,0.0188,4230615.619,0,0,0
Z0951001,951,11/02/2008,11/02/2008,1236733.98,1,936166.11,0.058,0.044,68050,0.2,2,11,2,2008,145055,119080,71480.161,0,0,0.055,1397777.08,0,0,0
Z1031001,1031,11/02/2008,11/02/2008,1306912.2,1,1453450.04,0.0613,0.0689,14760,0.04,2,11,2,2008,68930,35010,28610.0,0,0,0.0113,1228764.61,0,0,0
Z1119001,1119,11/02/2008,11/02/2008,1039733.2,1,1138021.14,0.0485,0.0537,28970,0.08,2,11,2,2008,75380,106435,61112.258,0,0,0.0279,810102.5318,0,0,0
Z1899001,1899,11/02/2008,11/02/2008,540837.71,1,260782.6,0.0247,0.0115,15125,0.04,2,11,2,2008,89875,61375,45308.548,0,0,0.028,780301.4886,0,0,0
Z0241002,241,10/02/2008,,,0,,,,40800,0.12,1,10,2,2008,73950,44430,119784.839,1,0,,4230615.619,0,0,0
Z0951001,951,10/02/2008,,,0,,,,25530,0.07,1,10,2,2008,31900,0,71948.387,1,0,,1397777.08,0,0,0
Z1031001,1031,10/02/2008,,,0,,,,8880,0.03,1,10,2,2008,11620,18970,31667.742,1,0,,1228764.61,0,0,0
Z1119001,1119,10/02/2008,,,0,,,,12030,0.04,1,10,2,2008,0,54425,58372.742,1,0,,810102.5318,0,0,0
Z1899001,1899,10/02/2008,,,0,,,,4920,0.01,1,10,2,2008,200,23785,49227.581,1,0,,780301.4886,0,0,0
Z0241002,241,09/02/2008,,,0,,,,85940,0.25,7,9,2,2008,222520,150150,121843.871,0,1,,4230615.619,0,1,0
Z0951001,951,09/02/2008,,,0,,,,42355,0.12,7,9,2,2008,92520,106560,72061.935,0,1,,1397777.08,0,1,0
Z1031001,1031,09/02/2008,,,0,,,,9730,0.03,7,9,2,2008,18590,37750,32709.355,0,1,,1228764.61,0,1,0
Z1119001,1119,09/02/2008,,,0,,,,25645,0.08,7,9,2,2008,74185,164325,61649.677,0,1,,810102.5318,0,1,0
Z1899001,1899,09/02/2008,,,0,,,,13065,0.04,7,9,2,2008,34030,50305,50208.548,0,1,,780301.4886,0,1,0
Z0241002,241,08/02/2008,08/02/2008,6105245.21,1,5379342.35,0.2908,0.258,101440,0.3,6,8,2,2008,121710,262860,127237.742,0,0,0.0166,4230615.619,1,0,1
Z0951001,951,08/02/2008,08/02/2008,1511130.05,1,1064262.34,0.0711,0.0502,76965,0.23,6,8,2,2008,79980,164120,73310.645,0,0,0.0509,1397777.08,1,0,1
Z1031001,1031,08/02/2008,08/02/2008,823243.65,1,992003.08,0.0382,0.0467,13380,0.04,6,8,2,2008,17160,116110,34216.774,0,0,0.0163,1228764.61,1,0,1
Z1119001,1119,08/02/2008,08/02/2008,450928.94,1,576350.95,0.0204,0.0267,42375,0.12,6,8,2,2008,70565,263265,66984.355,0,0,0.094,810102.5318,1,0,1
Z1899001,1899,08/02/2008,08/02/2008,491611.79,1,255379.54,0.0223,0.0112,23200,0.07,6,8,2,2008,53650,164130,52181.613,0,0,0.0472,780301.4886,1,0,1
Z0241002,241,07/02/2008,07/02/2008,4333996.08,1,4214603.12,0.2061,0.2019,129375,0.38,5,7,2,2008,67040,185160,129125.806,0,0,0.0299,4230615.619,0,0,1
Z0951001,951,07/02/2008,07/02/2008,981168.26,1,897771.12,0.0457,0.0422,90500,0.26,5,7,2,2008,45440,117260,73826.613,0,0,0.0922,1397777.08,0,0,1
Z1031001,1031,07/02/2008,07/02/2008,613051.21,1,840325.17,0.0281,0.0394,20620,0.06,5,7,2,2008,8970,65130,34840.968,0,0,0.0336,1228764.61,0,0,1
Z1119001,1119,07/02/2008,07/02/2008,447724.76,1,410434.73,0.0202,0.0187,38395,0.11,5,7,2,2008,39650,193320,72332.903,0,0,0.0858,810102.5318,0,0,1
Z1899001,1899,07/02/2008,07/02/2008,402640.96,1,219857.0,0.0181,0.0095,43115,0.13,5,7,2,2008,12565,79960,54478.065,0,0,0.1071,780301.4886,0,0,1
Z0241002,241,06/02/2008,06/02/2008,3011871.56,1,3522965.23,0.1428,0.1686,94845,0.28,4,6,2,2008,77160,165880,130085.968,0,0,0.0315,4230615.619,0,0,1
Z0951001,951,06/02/2008,06/02/2008,1323715.55,1,1060525.94,0.0621,0.05,72500,0.21,4,6,2,2008,53130,136060,74481.129,0,0,0.0548,1397777.08,0,0,1
Z1031001,1031,06/02/2008,06/02/2008,846934.66,1,980815.4,0.0393,0.0462,16880,0.05,4,6,2,2008,10220,49590,34987.419,0,0,0.0199,1228764.61,0,0,1
Z1119001,1119,06/02/2008,06/02/2008,492659.25,1,486866.44,0.0224,0.0224,45020,0.13,4,6,2,2008,25040,202585,73000.161,0,0,0.0914,810102.5318,0,0,1
Z1899001,1899,06/02/2008,06/02/2008,601933.02,1,305805.24,0.0276,0.0137,30655,0.09,4,6,2,2008,16320,73535,55109.516,0,0,0.0509,780301.4886,0,0,1
Z0241002,241,05/02/2008,05/02/2008,4008993.73,1,3725620.36,0.1905,0.1783,233010,0.68,3,5,2,2008,83090,227240,130029.516,0,0,0.0581,4230615.619,0,0,1
Z0951001,951,05/02/2008,05/02/2008,878155.55,1,662065.22,0.0408,0.0308,149305,0.44,3,5,2,2008,64680,153670,74759.194,0,0,0.17,1397777.08,0,0,1
Z1031001,1031,05/02/2008,05/02/2008,1235354.69,1,1219337.63,0.0579,0.0577,76880,0.22,3,5,2,2008,12230,66440,35230.323,0,0,0.0622,1228764.61,0,0,1
Z1119001,1119,05/02/2008,05/02/2008,794191.83,1,600495.16,0.0368,0.0279,110015,0.32,3,5,2,2008,57825,204150,73215.0,0,0,0.1385,810102.5318,0,0,1
Z1899001,1899,05/02/2008,05/02/2008,1340501.48,1,655390.97,0.0629,0.0305,116375,0.34,3,5,2,2008,24930,88470,55194.355,0,0,0.0868,780301.4886,0,0,1
Z0241002,241,04/02/2008,04/02/2008,5736717.0,1,5776942.12,0.2732,0.2771,179550,0.53,2,4,2,2008,159830,252940,129758.71,0,0,0.0313,4230615.619,0,0,1
Z0951001,951,04/02/2008,04/02/2008,1757614.83,1,1327886.56,0.0829,0.0629,145055,0.42,2,4,2,2008,119080,137200,74518.226,0,0,0.0825,1397777.08,0,0,1
Z1031001,1031,04/02/2008,04/02/2008,1511041.52,1,1378334.94,0.0711,0.0653,68930,0.2,2,4,2,2008,35010,95930,35333.226,0,0,0.0456,1228764.61,0,0,1
Z1119001,1119,04/02/2008,04/02/2008,767555.22,1,542095.66,0.0355,0.025,75380,0.22,2,4,2,2008,106435,274285,73360.645,0,0,0.0982,810102.5318,0,0,1
Z1899001,1899,04/02/2008,04/02/2008,1720319.1,1,826324.22,0.0811,0.0387,89875,0.26,2,4,2,2008,61375,139685,55657.581,0,0,0.0522,780301.4886,0,0,1
Z0241002,241,03/02/2008,,,0,,,,73950,0.22,1,3,2,2008,44430,113390,129222.903,1,0,,4230615.619,0,0,1
Z0951001,951,03/02/2008,,,0,,,,31900,0.09,1,3,2,2008,0,49750,75030.0,1,0,,1397777.08,0,0,1
Z1031001,1031,03/02/2008,,,0,,,,11620,0.03,1,3,2,2008,18970,26545,35274.516,1,0,,1228764.61,0,0,1
Z1119001,1119,03/02/2008,,,0,,,,0,0.0,1,3,2,2008,54425,84985,73075.0,1,0,,810102.5318,0,0,1
Z1899001,1899,03/02/2008,,,0,,,,200,0.0,1,3,2,2008,23785,38120,55333.548,1,0,,780301.4886,0,0,1
Z0241002,241,02/02/2008,,,0,,,,222520,0.65,7,2,2,2008,150150,165030,127306.774,0,1,,4230615.619,0,1,1
Z0951001,951,02/02/2008,,,0,,,,92520,0.27,7,2,2,2008,106560,82925,74373.226,0,1,,1397777.08,0,1,1
Z1031001,1031,02/02/2008,,,0,,,,18590,0.05,7,2,2,2008,37750,42180,35260.0,0,1,,1228764.61,0,1,1
Z1119001,1119,02/02/2008,,,0,,,,74185,0.22,7,2,2,2008,164325,192440,72223.065,0,1,,810102.5318,0,1,1
Z1899001,1899,02/02/2008,,,0,,,,34030,0.1,7,2,2,2008,50305,48600,54620.484,0,1,,780301.4886,0,1,1
Z0241002,241,01/02/2008,01/02/2008,3217735.9,1,3578690.02,0.1527,0.1713,121710,0.36,6,1,2,2008,262860,179810,124482.742,0,0,0.0378,4230615.619,1,0,1
Z0951001,951,01/02/2008,01/02/2008,2373816.41,1,2258808.28,0.1123,0.1077,79980,0.23,6,1,2,2008,164120,134420,73047.097,0,0,0.0337,1397777.08,1,0,1
Z1031001,1031,01/02/2008,01/02/2008,1055200.71,1,1310141.92,0.0493,0.062,17160,0.05,6,1,2,2008,116110,65385,35074.839,0,0,0.0163,1228764.61,1,0,1
Z1119001,1119,01/02/2008,01/02/2008,658836.92,1,506087.81,0.0303,0.0233,70565,0.21,6,1,2,2008,263265,221550,71925.968,0,0,0.1071,810102.5318,1,0,1
Z1899001,1899,01/02/2008,01/02/2008,764923.13,1,463327.06,0.0354,0.0212,53650,0.16,6,1,2,2008,164130,81685,53845.806,0,0,0.0701,780301.4886,1,0,1
Z0241002,241,31/01/2008,31/01/2008,4114513.36,1,5697314.23,0.1956,0.2733,67040,0.2,5,31,1,2008,185160,228860,119368.548,0,0,0.0163,5101494.377,0,0,1
Z0951001,951,31/01/2008,31/01/2008,994818.19,1,1019152.67,0.0464,0.048,45440,0.13,5,31,1,2008,117260,116090,69907.903,0,0,0.0457,1701104.943,0,0,1
Z1031001,1031,31/01/2008,31/01/2008,820572.92,1,1186601.61,0.0381,0.0561,8970,0.03,5,31,1,2008,65130,48180,34792.258,0,0,0.0109,1266616.118,0,0,1
Z1119001,1119,31/01/2008,31/01/2008,809378.81,1,1170996.13,0.0375,0.0553,39650,0.12,5,31,1,2008,193320,201855,69865.323,0,0,0.049,1004003.724,0,0,1
Z1899001,1899,31/01/2008,31/01/2008,536539.01,1,337975.94,0.0245,0.0152,12565,0.04,5,31,1,2008,79960,52275,50457.742,0,0,0.0234,827869.2726,0,0,1
Z0241002,241,30/01/2008,30/01/2008,4532679.71,1,5752377.69,0.2156,0.2759,77160,0.23,4,30,1,2008,165880,69450,123764.516,0,0,0.017,5101494.377,0,0,1
Z0951001,951,30/01/2008,30/01/2008,1144456.34,1,1098394.79,0.0536,0.0518,53130,0.16,4,30,1,2008,136060,49870,71862.097,0,0,0.0464,1701104.943,0,0,1
Z1031001,1031,30/01/2008,30/01/2008,661153.29,1,1004731.12,0.0304,0.0473,10220,0.03,4,30,1,2008,49590,11610,35164.839,0,0,0.0155,1266616.118,0,0,1
Z1119001,1119,30/01/2008,30/01/2008,670567.56,1,720689.11,0.0309,0.0336,25040,0.07,4,30,1,2008,202585,45445,70757.258,0,0,0.0373,1004003.724,0,0,1
Z1899001,1899,30/01/2008,30/01/2008,278147.28,1,172716.05,0.0121,0.0073,16320,0.05,4,30,1,2008,73535,13730,49364.032,0,0,0.0587,827869.2726,0,0,1
Z0241002,241,29/01/2008,29/01/2008,3471968.96,1,4227161.12,0.1649,0.2025,83090,0.24,3,29,1,2008,227240,59160,124110.323,0,0,0.0239,5101494.377,0,0,1
Z0951001,951,29/01/2008,29/01/2008,1013387.69,1,1030027.43,0.0473,0.0485,64680,0.19,3,29,1,2008,153670,60880,71878.548,0,0,0.0638,1701104.943,0,0,1
Z1031001,1031,29/01/2008,29/01/2008,1048063.71,1,1300852.31,0.0489,0.0616,12230,0.04,3,29,1,2008,66440,14440,35521.613,0,0,0.0117,1266616.118,0,0,1
Z1119001,1119,29/01/2008,29/01/2008,577113.83,1,511125.57,0.0264,0.0236,57825,0.17,3,29,1,2008,204150,48330,70800.645,0,0,0.1002,1004003.724,0,0,1
Z1899001,1899,29/01/2008,29/01/2008,339053.45,1,199178.22,0.015,0.0085,24930,0.07,3,29,1,2008,88470,25820,48898.548,0,0,0.0735,827869.2726,0,0,1
Z0241002,241,28/01/2008,28/01/2008,6518330.75,1,7262119.93,0.3105,0.3487,159830,0.47,2,28,1,2008,252940,82930,124087.258,0,0,0.0245,5101494.377,0,0,1
Z0951001,951,28/01/2008,28/01/2008,1506225.46,1,1146173.56,0.0709,0.0541,119080,0.35,2,28,1,2008,137200,64860,71493.871,0,0,0.0791,1701104.943,0,0,1
Z1031001,1031,28/01/2008,28/01/2008,2110833.5,1,2507467.71,0.0998,0.1197,35010,0.1,2,28,1,2008,95930,12860,35153.226,0,0,0.0166,1266616.118,0,0,1
Z1119001,1119,28/01/2008,28/01/2008,1122176.56,1,833771.04,0.0525,0.0391,106435,0.31,2,28,1,2008,274285,29055,71678.065,0,0,0.0948,1004003.724,0,0,1
Z1899001,1899,28/01/2008,28/01/2008,904146.65,1,346149.87,0.0421,0.0156,61375,0.18,2,28,1,2008,139685,7025,48605.0,0,0,0.0679,827869.2726,0,0,1
Z0241002,241,27/01/2008,,,0,,,,44430,0.13,1,27,1,2008,113390,23750,124286.29,1,0,,5101494.377,0,0,0
Z0951001,951,27/01/2008,,,0,,,,0,0.0,1,27,1,2008,49750,24400,72178.387,1,0,,1701104.943,0,0,0
Z1031001,1031,27/01/2008,,,0,,,,18970,0.06,1,27,1,2008,26545,1850,35545.161,1,0,,1266616.118,0,0,0
Z1119001,1119,27/01/2008,,,0,,,,54425,0.16,1,27,1,2008,84985,17650,73626.613,1,0,,1004003.724,0,0,0
Z1899001,1899,27/01/2008,,,0,,,,23785,0.07,1,27,1,2008,38120,0,49662.903,1,0,,827869.2726,0,0,0
Z0241002,241,26/01/2008,,,0,,,,150150,0.44,7,26,1,2008,165030,62230,123750.484,0,1,,5101494.377,0,1,0
Z0951001,951,26/01/2008,,,0,,,,106560,0.31,7,26,1,2008,82925,37410,71295.968,0,1,,1701104.943,0,1,0
Z1031001,1031,26/01/2008,,,0,,,,37750,0.11,7,26,1,2008,42180,3580,35397.742,0,1,,1266616.118,0,1,0
Z1119001,1119,26/01/2008,,,0,,,,164325,0.48,7,26,1,2008,192440,17955,73264.032,0,1,,1004003.724,0,1,0
Z1899001,1899,26/01/2008,,,0,,,,50305,0.15,7,26,1,2008,48600,7440,49047.419,0,1,,827869.2726,0,1,0
Z0241002,241,25/01/2008,25/01/2008,5427829.05,1,5283657.1,0.2584,0.2534,262860,0.77,6,25,1,2008,179810,66890,123837.419,0,0,0.0484,5101494.377,1,0,0
Z0951001,951,25/01/2008,25/01/2008,1392423.59,1,1032536.75,0.0654,0.0487,164120,0.48,6,25,1,2008,134420,65370,72368.226,0,0,0.1179,1701104.943,1,0,0
Z1031001,1031,25/01/2008,25/01/2008,1315967.77,1,1290559.47,0.0618,0.0611,116110,0.34,6,25,1,2008,65385,5010,35722.903,0,0,0.0882,1266616.118,1,0,0
Z1119001,1119,25/01/2008,25/01/2008,1067501.38,1,942412.09,0.0499,0.0443,263265,0.77,6,25,1,2008,221550,29835,72703.548,0,0,0.2466,1004003.724,1,0,0
Z1899001,1899,25/01/2008,25/01/2008,933379.08,1,392583.25,0.0435,0.0178,164130,0.48,6,25,1,2008,81685,4675,49783.871,0,0,0.1758,827869.2726,1,0,0
Z0241002,241,24/01/2008,24/01/2008,2430733.52,1,2810469.11,0.1151,0.1343,185160,0.54,5,24,1,2008,228860,104260,124784.194,0,0,0.0762,5101494.377,0,0,0
